        Frequency / GHz                Eps' (Fit)/real
               0.6597597                       31.491625
              0.68141639                       30.772682
              0.72803277                       29.368523
              0.72972971                       29.320755
              0.77783817                       28.052637
              0.79969966                       27.526564
              0.83105093                       26.820436
              0.86966968                       26.020958
              0.88790399                       25.667908
              0.93963957                       24.742189
              0.94864637                       24.591612
               1.0096096                       23.645609
               1.0135443                       23.588634
               1.0795795                        22.69803
               1.0828819                       22.656538
               1.1495495                       21.874182
               1.1569629                       21.793291
               1.2195195                       21.154404
                1.236112                        20.99721
               1.2894895                       20.523113
               1.3206757                       20.266865
               1.3594594                       19.967762
               1.4110245                        19.60103
               1.4294293                        19.47809
               1.4993994                       19.045624
               1.5075542                       18.998604
               1.5693693                       18.663269
               1.6106875                       18.458553
               1.6393393                       18.325047
               1.7093092                       18.025864
               1.7208762                       17.979853
               1.7792792                       17.761358
               1.8386033                       17.561449
               1.8492492                       17.527765
               1.9192191                       17.321815
                1.964384                       17.202204
               1.9891891                       17.140654
                2.059159                       16.981777
               2.0987694                       16.900867
               2.1291289                       16.842981
               2.1990991                       16.722313
               2.2423484                       16.656029
                2.269069                        16.61804
               2.3390388                       16.528616
               2.3957498                       16.466078
               2.4090087                       16.452658
               2.4789791                       16.388926
                2.548949                       16.336302
               2.5596457                       16.329172
               2.6189189                       16.293781
               2.6888888                        16.26045
               2.7347534                       16.243189
               2.7588587                       16.235483
               2.8288288                       16.218126
               2.8987987                       16.207699
               2.9218409                       16.205675
               2.9687686                       16.203575
               3.0387385                       16.205183
               3.1087086                          16.212
                3.121727                       16.213804
               3.1786788                       16.223547
               3.2486486                        16.23938
               3.3186185                       16.259096
               3.3352876                       16.264324
               3.3885884                        16.28232
               3.4585583                       16.308708
               3.5285285                        16.33794
                3.563458                       16.353504
               3.5984983                        16.36972
               3.6684685                        16.40378
               3.7384384                       16.439863
               3.8072379                       16.477089
               3.8084083                       16.477736
               3.8783784                       16.517183
               3.9483483                       16.558001
               4.0183182                       16.600004
               4.0676951                       16.630262
               4.0882883                       16.643017
                4.158258                        16.68688
               4.2282281                        16.73144
               4.2981977                        16.77656
               4.3459702                       16.807619
               4.3681679                       16.822109
                4.438138                       16.867966
               4.5081081                       16.914019
               4.5780783                       16.960163
               4.6432824                        17.00316
               4.6480479                         17.0063
               4.7180181                       17.052343
               4.7879877                       17.098204
               4.8579578                       17.143808
               4.9279275                       17.189083
               4.9609342                       17.210306
               4.9978976                       17.233961
               5.0678673                       17.278379
               5.1378379                       17.322283
                5.207808                       17.365618
               5.2777777                       17.408333
               5.3003168                       17.421953
               5.3477478                       17.450386
               5.4177175                       17.491735
               5.4876876                       17.532343
               5.5576572                       17.572172
               5.6276274                       17.611195
               5.6629171                       17.630558
               5.6975975                       17.649378
               5.7675672                       17.686697
               5.8375378                       17.723131
               5.9075074                       17.758654
               5.9774776                       17.793251
               6.0474472                       17.826902
                6.050323                       17.828264
               6.1174173                       17.859592
                6.187387                       17.891312
               6.2573571                       17.922047
               6.3273273                       17.951786
               6.3972969                       17.980526
                6.464232                       18.007074
                6.467267                       18.008257
               6.5372367                       18.034973
               6.6072073                       18.060673
                6.677177                        18.08535
               6.7471471                       18.109009
               6.8171172                       18.131643
               6.8870869                       18.153257
               6.9064565                        18.15906
                6.957057                       18.173849
               7.0270267                       18.193426
               7.0969968                       18.211988
               7.1669664                        18.22954
               7.2369366                       18.246086
               7.3069067                       18.261633
               7.3768768                       18.276186
               7.3789344                       18.276598
                7.446847                       18.289751
               7.5168166                       18.302338
               7.5867867                       18.313953
               7.6567564                       18.324606
               7.7267265                       18.334303
               7.7966962                       18.343056
               7.8666663                       18.350872
               7.8837347                       18.352638
                7.936636                       18.357763
               8.0066071                       18.363739
               8.0765762                       18.368811
               8.1465464                       18.372986
               8.2165165                        18.37628
               8.2864866                       18.378702
               8.3564558                       18.380262
                8.423069                        18.38096
               8.4264259                       18.380976
               8.4963961                       18.380852
               8.5663662                       18.379902
               8.6363363                       18.378139
               8.7063055                       18.375578
               8.7762756                       18.372225
               8.8462458                       18.368097
               8.9162159                       18.363207
               8.9861851                       18.357563
                  8.9993                       18.356424
               9.0561552                       18.351181
               9.1261263                       18.344074
               9.1960964                        18.33625
               9.2660666                       18.327726
               9.3360357                       18.318514
               9.4060059                       18.308622
                9.475976                       18.298067
               9.5459461                        18.28686
               9.6149521                       18.275181
               9.6159153                       18.275013
               9.6858854                       18.262539
               9.7558556                       18.249447
               9.8258257                       18.235754
               9.8957958                       18.221468
                9.965765                       18.206602
               10.035735                       18.191168
               10.105705                       18.175179
               10.175675                       18.158644
               10.245645                       18.141577
                10.27272                       18.134832
               10.315615                       18.123989
               10.385585                       18.105888
               10.455555                        18.08729
               10.525526                       18.068203
               10.595495                       18.048639
               10.665465                       18.028608
               10.735435                       18.008123
               10.805406                        17.98719
               10.875376                       17.965824
               10.945345                       17.944035
               10.975488                       17.934519
               11.015315                       17.921829
               11.085285                        17.89922
               11.155255                       17.876215
               11.225224                       17.852827
               11.295195                       17.829063
               11.365165                       17.804934
               11.435135                       17.780449
               11.505105                       17.755617
               11.575074                       17.730448
               11.645044                       17.704948
               11.715014                       17.679129
               11.726333                       17.674923
               11.784985                       17.652998
               11.854954                       17.626564
               11.924924                       17.599836
               11.994895                       17.572823
               12.064865                        17.54553
               12.134835                       17.517967
               12.204804                       17.490143
               12.274775                       17.462065
               12.344745                       17.433739
               12.414715                       17.405172
               12.484684                       17.376375
               12.528543                        17.35821
               12.554654                       17.347353
               12.624624                       17.318113
               12.694594                       17.288662
               12.764565                       17.259008
               12.834534                       17.229156
               12.904504                       17.199114
               12.974474                       17.168886
               13.044444                       17.138483
               13.114413                       17.107906
               13.184383                       17.077166
               13.254354                       17.046265
               13.324324                       17.015209
               13.385633                       16.987877
               13.394295                       16.984007
               13.464264                       16.952663
               13.534234                       16.921183
               13.604204                        16.88957
               13.674174                       16.857834
               13.744144                       16.825975
               13.814114                       16.794003
               13.884084                       16.761919
               13.954054                       16.729731
               14.024024                       16.697441
               14.093993                       16.665054
               14.163963                       16.632578
               14.233933                       16.600016
               14.301358                        16.56856
               14.303904                       16.567369
               14.373874                       16.534647
               14.443843                        16.50185
               14.513813                       16.468985
               14.583783                       16.436052
               14.653753                       16.403061
               14.723722                        16.37001
               14.793693                       16.336906
               14.863664                       16.303753
               14.933634                       16.270554
               15.003604                       16.237312
               15.073573                       16.204031
               15.143543                       16.170713
               15.213513                       16.137365
               15.279729                        16.10578
               15.283484                       16.103987
               15.353453                       16.070583
               15.423423                       16.037157
               15.493393                       16.003712
               15.563363                       15.970249
               15.633333                       15.936773
               15.703302                       15.903287
               15.773273                       15.869792
               15.843243                       15.836292
               15.913213                        15.80279
               15.983182                       15.769287
               16.053152                       15.735786
               16.123123                       15.702292
               16.193092                       15.668804
               16.263063                       15.635327
               16.325031                       15.605688
               16.333033                       15.601862
               16.403004                       15.568411
               16.472973                       15.534976
               16.542942                       15.501561
               16.612913                       15.468166
               16.682882                       15.434794
               16.752853                       15.401447
               16.822823                       15.368127
               16.892792                       15.334836
               16.962763                       15.301575
               17.032732                       15.268347
               17.102701                       15.235152
               17.172672                       15.201994
               17.242641                       15.168873
               17.312613                       15.135791
               17.382582                        15.10275
               17.441843                       15.074799
               17.452551                       15.069751
               17.522522                       15.036796
               17.592491                       15.003885
               17.662462                       14.971022
               17.732431                       14.938206
               17.802401                        14.90544
               17.872372                       14.872725
               17.942341                        14.84006
               18.012312                        14.80745
               18.082281                       14.774894
                18.15225                       14.742393
               18.222221                       14.709949
               18.292191                       14.677562
                18.36216                       14.645234
               18.432133                       14.612967
               18.502102                       14.580759
               18.572073                       14.548614
               18.635059                       14.519731
               18.642042                       14.516531
               18.712011                       14.484512
               18.781982                       14.452558
               18.851952                       14.420669
               18.921923                       14.388846
               18.991892                        14.35709
               19.061861                       14.325402
               19.131832                       14.293783
               19.201801                       14.262233
               19.271772                       14.230753
               19.341742                       14.199344
               19.411711                       14.168006
               19.481682                        14.13674
               19.551651                       14.105547
               19.621622                       14.074427
               19.691591                        14.04338
                19.76156                       14.012408
               19.831532                       13.981511
               19.901501                       13.950689
               19.909903                       13.946994
                19.97147                       13.919944
               20.041441                       13.889275
                20.11141                       13.858682
               20.181381                       13.828166
                20.25135                       13.797729
                20.32132                       13.767369
               20.391291                       13.737088
                20.46126                       13.706885
               20.531231                       13.676763
                 20.6012                       13.646719
               20.671169                       13.616755
                20.74114                       13.586871
                20.81111                       13.557068
               20.881081                       13.527346
                20.95105                       13.497705
               21.021019                       13.468143
                21.09099                       13.438665
               21.160959                       13.409267
               21.230928                       13.379952
               21.271959                       13.362802
               21.300901                       13.350719
               21.370871                       13.321568
               21.440842                         13.2925
               21.510811                       13.263515
                21.58078                       13.234612
               21.650751                       13.205791
                21.72072                       13.177054
               21.790691                         13.1484
               21.860661                       13.119829
                21.93063                       13.091342
               22.000601                       13.062938
                22.07057                       13.034617
               22.140541                       13.006381
                22.21051                       12.978228
               22.280479                       12.950158
               22.350451                       12.922173
                22.42042                        12.89427
               22.490391                       12.866452
                22.56036                       12.838717
               22.630329                       12.811067
                 22.7003                         12.7835
               22.727196                       12.772925
               22.770269                       12.756017
               22.840239                       12.728618
                22.91021                       12.701302
               22.980179                       12.674069
                23.05015                       12.646921
               23.120119                       12.619857
               23.190088                       12.592876
               23.260059                       12.565979
               23.330029                       12.539165
                    23.4                       12.512434
               23.469969                       12.485786
               23.539938                       12.459223
               23.609909                       12.432742
               23.679878                       12.406344
               23.749849                       12.380029
               23.819818                       12.353797
               23.889788                       12.327648
               23.959759                       12.301581
               24.029728                       12.275598
               24.099697                       12.249696
                24.16967                       12.223876
               24.239639                       12.198139
               24.281986                       12.182603
                24.30961                       12.172484
                24.37958                       12.146911
               24.449549                       12.121419
                24.51952                       12.096009
               24.589489                       12.070681
                24.65946                       12.045434
               24.729429                       12.020267
               24.799398                       11.995183
                24.86937                       11.970179
               24.939339                       11.945255
                25.00931                       11.920412
               25.079279                       11.895649
               25.149248                       11.870967
               25.219219                       11.846364
               25.289188                       11.821841
               25.359159                       11.797398
               25.429129                       11.773034
               25.499098                       11.748749
               25.569069                       11.724544
               25.639038                       11.700417
               25.709007                       11.676368
               25.778978                       11.652398
               25.848948                       11.628507
               25.918919                       11.604693
               25.943142                       11.596467
               25.988888                       11.580957
               26.058857                         11.5573
               26.128828                       11.533719
               26.198797                       11.510216
               26.268768                       11.486789
               26.338737                       11.463439
               26.408707                       11.440166
               26.478678                       11.416969
               26.548647                       11.393848
               26.618618                       11.370804
               26.688587                       11.347835
               26.758556                       11.324941
               26.828527                       11.302122
               26.898497                       11.279379
               26.968466                        11.25671
               27.038439                       11.234117
               27.108408                       11.211596
               27.178379                       11.189151
               27.248348                        11.16678
               27.318317                       11.144481
               27.388288                       11.122256
               27.458258                       11.100105
               27.528229                       11.078026
               27.598198                       11.056021
               27.668167                       11.034087
               27.717937                       11.018529
               27.738138                       11.012226
               27.808107                       10.990437
               27.878078                       10.968719
               27.948048                       10.947074
               28.018017                       10.925499
               28.087988                       10.903996
               28.157957                       10.882563
               28.227928                       10.861201
               28.297897                        10.83991
               28.367867                       10.818687
               28.437838                       10.797536
               28.507807                       10.776454
               28.577776                       10.755441
               28.647747                       10.734497
               28.717716                       10.713623
               28.787687                       10.692817
               28.857656                       10.672079
               28.927626                        10.65141
               28.997597                       10.630808
               29.067566                       10.610274
               29.137537                       10.589808
               29.207506                       10.569409
               29.277475                       10.549077
               29.347446                       10.528811
               29.417416                       10.508613
               29.487387                       10.488481
               29.557356                       10.468413
               29.614151                       10.452174
               29.627325                       10.448413
               29.697296                       10.428477
               29.767265                       10.408607
               29.837234                       10.388803
               29.907207                       10.369062
               29.977177                       10.349387
               30.047148                       10.329776
               30.117117                       10.310229
               30.187086                       10.290746
               30.257057                       10.271326
               30.327026                        10.25197
               30.396997                       10.232677
               30.466967                       10.213447
               30.536936                        10.19428
               30.606907                       10.175175
               30.676876                       10.156132
               30.746847                       10.137151
               30.816816                       10.118232
               30.886786                       10.099374
               30.956757                       10.080578
               31.026726                       10.061843
               31.096697                       10.043168
               31.166666                       10.024554
               31.236635                       10.006001
               31.306606                       9.9875069
               31.376575                       9.9690733
               31.446545                       9.9506998
               31.516516                       9.9323854
               31.586485                       9.9141302
               31.640085                       9.9001856
               31.656456                       9.8959332
               31.726425                       9.8777962
               31.796394                       9.8597164
               31.866365                       9.8416958
               31.936335                       9.8237333
               32.006306                       9.8058281
               32.076275                       9.7879801
               32.146244                       9.7701902
               32.216213                       9.7524576
               32.286186                       9.7347813
               32.356155                       9.7171621
               32.426125                       9.6995993
               32.496094                       9.6820927
               32.566063                       9.6646423
               32.636036                       9.6472473
               32.706005                       9.6299086
               32.775974                       9.6126251
               32.845947                        9.595396
               32.915916                       9.5782223
               32.985886                       9.5611038
               33.055855                       9.5440388
               33.125824                        9.527029
               33.195797                       9.5100727
               33.265766                       9.4931707
               33.335735                       9.4763222
               33.405704                        9.459527
               33.475674                       9.4427853
               33.545647                        9.426096
               33.615616                       9.4094601
               33.685585                       9.3928766
               33.755554                       9.3763456
               33.804615                       9.3647852
               33.825523                       9.3598671
               33.895496                       9.3434401
               33.965466                       9.3270645
               34.035435                       9.3107414
               34.105404                       9.2944689
               34.175373                       9.2782478
               34.245346                       9.2620773
               34.315315                       9.2459574
               34.385284                       9.2298889
               34.455257                         9.21387
               34.525223                       9.1979017
               34.595196                        9.181983
               34.665165                       9.1661139
               34.735134                       9.1502953
               34.805103                       9.1345253
               34.875076                        9.118804
               34.945042                       9.1031322
               35.015015                       9.0875092
               35.084984                       9.0719347
               35.154957                       9.0564079
               35.224922                       9.0409298
               35.294895                       9.0254993
               35.364864                       9.0101175
               35.434834                       8.9947824
               35.504803                        8.979495
               35.574776                       8.9642553
               35.644741                       8.9490614
               35.714714                       8.9339151
               35.784683                       8.9188156
               35.854656                       8.9037619
               35.924622                       8.8887548
               35.994595                       8.8737946
               36.064564                       8.8588791
               36.117226                       8.8476839
               36.134533                       8.8440094
               36.204502                       8.8291855
               36.274475                       8.8144073
                36.34444                        8.799674
               36.414413                       8.7849855
               36.484383                       8.7703419
               36.554352                        8.755743
               36.624321                        8.741189
               36.694294                       8.7266788
               36.764263                       8.7122126
               36.834232                       8.6977901
               36.904202                       8.6834116
               36.974174                       8.6690769
               37.044144                       8.6547852
               37.114113                       8.6405363
               37.184086                       8.6263313
               37.254051                       8.6121683
               37.324024                       8.5980492
               37.393993                        8.583972
               37.463966                       8.5699368
               37.533932                       8.5559435
               37.603905                       8.5419931
               37.673874                       8.5280848
               37.743843                       8.5142174
               37.813812                        8.500391
               37.883785                       8.4866076
               37.953751                       8.4728642
               38.023724                       8.4591618
               38.093693                       8.4455004
               38.163662                         8.43188
               38.233631                       8.4182997
               38.303604                       8.4047604
               38.373573                       8.3912601
               38.443542                       8.3778009
               38.513512                       8.3643818
               38.583485                       8.3510017
               38.588043                        8.350131
                38.65345                       8.3376617
               38.723423                       8.3243608
               38.793392                       8.3110991
               38.863361                       8.2978764
               38.933331                       8.2846928
               39.003304                       8.2715483
               39.073269                       8.2584419
               39.143242                       8.2453747
               39.213211                       8.2323446
               39.283184                       8.2193537
               39.353149                       8.2064009
               39.423122                       8.1934853
               39.493092                       8.1806078
               39.563061                       8.1677675
                39.63303                       8.1549654
               39.703003                       8.1422005
               39.772968                       8.1294718
               39.842941                       8.1167812
               39.912914                       8.1041269
               39.982883                       8.0915089
               40.052853                        8.078928
               40.122822                       8.0663834
               40.192795                        8.053875
                40.26276                       8.0414028
               40.332733                       8.0289669
               40.402702                       8.0165663
               40.472672                       8.0042009
               40.542641                       7.9918723
               40.612614                       7.9795785
               40.682579                         7.96732
               40.752552                       7.9550967
               40.822521                       7.9429083
               40.892494                       7.9307547
                40.96246                       7.9186358
               41.032433                       7.9065518
               41.102402                       7.8945022
               41.172371                       7.8824868
                41.22789                       7.8729773
                41.24234                       7.8705058
               41.312313                       7.8585587
               41.382278                       7.8466454
               41.452251                       7.8347659
               41.522221                       7.8229198
               41.592194                       7.8111076
               41.662159                       7.7993288
               41.732132                       7.7875834
               41.802101                       7.7758708
                41.87207                       7.7641916
               41.942039                       7.7525449
               42.012012                        7.740931
               42.081978                       7.7293501
               42.151951                       7.7178016
                42.22192                        7.706285
               42.291889                       7.6948009
               42.361858                       7.6833491
               42.431831                       7.6719294
               42.501801                       7.6605411
                42.57177                       7.6491847
               42.641739                       7.6378603
               42.711712                       7.6265669
               42.781681                       7.6153054
                42.85165                        7.604075
               42.921623                       7.5928755
               42.991589                        7.581707
               43.061562                       7.5705695
               43.131531                        7.559463
               43.201504                       7.5483871
               43.271469                       7.5373416
               43.341442                       7.5263267
               43.411411                       7.5153422
                43.48138                       7.5043879
                43.55135                       7.4934635
               43.621323                       7.4825692
               43.691288                       7.4717045
               43.761261                       7.4608698
                43.83123                       7.4500647
               43.901199                       7.4392891
               43.971169                       7.4285431
               44.041142                       7.4178262
               44.048332                       7.4167261
               44.111111                       7.4071383
                44.18108                       7.3964796
               44.251049                         7.38585
               44.321022                       7.3752494
               44.390987                        7.364677
                44.46096                       7.3541336
                44.53093                       7.3436189
               44.600899                       7.3331323
               44.670868                       7.3226743
               44.740841                       7.3122444
               44.810806                       7.3018422
               44.880779                       7.2914686
               44.950748                       7.2811227
               45.020721                       7.2708044
               45.090687                       7.2605138
                45.16066                       7.2502508
               45.230629                       7.2400155
               45.300598                       7.2298074
               45.370567                       7.2196264
                45.44054                       7.2094727
               45.510506                       7.1993461
               45.580479                       7.1892467
               45.650452                       7.1791739
               45.720421                       7.1691279
                45.79039                       7.1591082
               45.860359                       7.1491156
               45.930332                       7.1391492
               46.000298                        7.129209
               46.070271                       7.1192956
                46.14024                       7.1094079
               46.210209                       7.0995464
               46.280178                       7.0897112
               46.350151                       7.0799017
               46.420116                       7.0701175
               46.490089                       7.0603595
               46.560059                       7.0506272
               46.630032                       7.0409198
               46.699997                       7.0312386
                46.76997                       7.0215821
               46.839939                        7.011951
               46.909908                       7.0023451
               46.979877                        6.992764
                47.04985                       6.9832082
               47.061726                       6.9815884
               47.119816                       6.9736767
               47.189789                       6.9641705
               47.259758                       6.9546885
               47.329731                       6.9452314
               47.399696                       6.9357986
               47.469669                       6.9263906
               47.539639                       6.9170065
               47.609608                       6.9076467
               47.679577                       6.8983111
                47.74955                       6.8889995
               47.819515                       6.8797121
               47.889488                       6.8704481
               47.959457                       6.8612084
               48.029427                       6.8519921
               48.099396                       6.8427992
               48.169369                       6.8336301
               48.239338                       6.8244843
               48.309307                       6.8153625
               48.379276                        6.806263
               48.449249                       6.7971873
               48.519218                       6.7881346
               48.589188                       6.7791047
               48.659161                       6.7700977
               48.729126                       6.7611141
               48.799099                       6.7521524
               48.869068                       6.7432141
               48.939041                       6.7342982
               49.009007                       6.7254047
               49.078979                       6.7165337
               49.148949                       6.7076855
               49.218918                       6.6988592
               49.288887                       6.6900549
                49.35886                        6.681273
               49.428825                        6.672513
               49.498798                        6.663775
               49.568768                       6.6550589
               49.638737                       6.6463647
               49.708706                       6.6376925
               49.778679                       6.6290412
               49.848648                       6.6204119
               49.918617                       6.6118045
               49.988586                       6.6032181
               50.058559                       6.5946531
               50.128525                       6.5861092
               50.198498                       6.5775867
               50.268467                       6.5690851
               50.281265                       6.5675325
               50.338436                        6.560605
               50.408405                       6.5521455
               50.478378                       6.5437069
               50.548344                       6.5352893
               50.618317                       6.5268927
               50.688286                       6.5185165
               50.758259                       6.5101609
               50.828224                       6.5018258
               50.898197                       6.4935112
               50.968166                       6.4852171
               51.038136                        6.476943
               51.108105                       6.4686894
               51.178078                       6.4604559
               51.248043                       6.4522429
               51.318016                       6.4440494
               51.387989                       6.4358759
               51.457958                       6.4277225
               51.527927                        6.419589
               51.597897                       6.4114752
                51.66787                       6.4033809
               51.737835                       6.3953066
               51.807808                       6.3872519
               51.877777                       6.3792162
               51.947746                       6.3712001
               52.017715                       6.3632035
               52.087688                        6.355226
               52.157654                       6.3472676
               52.227627                       6.3393288
               52.297596                        6.331409
               52.367569                       6.3235078
               52.437534                       6.3156261
               52.507507                       6.3077631
               52.577477                       6.2999187
               52.647446                       6.2920933
               52.717415                       6.2842865
               52.787388                       6.2764983
               52.857353                       6.2687287
               52.927326                       6.2609777
               52.997295                       6.2532454
               53.067268                       6.2455311
               53.137234                       6.2378349
               53.207207                       6.2301574
               53.277176                       6.2224979
               53.347145                       6.2148566
               53.417114                       6.2072334
               53.487087                       6.1996284
               53.557053                       6.1920409
               53.627026                       6.1844716
               53.696995                       6.1769199
               53.721058                       6.1743269
               53.766964                       6.1693864
               53.836933                         6.16187
               53.906906                       6.1543717
               53.976875                       6.1468906
               54.046844                       6.1394277
               54.116814                       6.1319814
               54.186787                       6.1245532
               54.256756                       6.1171422
               54.326725                       6.1097484
               54.396698                       6.1023717
               54.466663                       6.0950122
               54.536636                       6.0876698
               54.606606                       6.0803447
               54.676579                       6.0730367
               54.746544                       6.0657454
               54.816517                       6.0584712
               54.886486                       6.0512137
               54.956455                        6.043973
               55.026424                       6.0367489
               55.096397                       6.0295415
               55.166363                       6.0223508
               55.236336                       6.0151763
               55.306305                        6.008019
               55.376274                       6.0008779
               55.446243                        5.993753
               55.516216                       5.9866443
               55.586185                       5.9795523
               55.656155                        5.972476
               55.726124                       5.9654164
               55.796097                       5.9583726
               55.866062                        5.951345
               55.936035                       5.9443336
               56.006004                       5.9373379
               56.075974                       5.9303584
               56.145943                       5.9233947
               56.215916                       5.9164467
               56.285881                       5.9095144
               56.355854                       5.9025979
               56.425823                       5.8956966
               56.495796                       5.8888116
               56.565762                       5.8819418
               56.635735                       5.8750877
               56.705704                       5.8682489
               56.775673                       5.8614254
               56.845642                       5.8546176
               56.915615                       5.8478246
                56.98558                       5.8410473
               57.055553                       5.8342848
               57.125526                        5.827538
               57.195496                        5.820806
               57.265465                       5.8140888
               57.335434                       5.8073869
               57.396172                       5.8015814
               57.405407                       5.8007002
               57.475372                       5.7940278
               57.545345                       5.7873707
               57.615314                       5.7807283
               57.685284                       5.7741008
               57.755253                       5.7674875
               57.825226                       5.7608895
               57.895191                       5.7543058
               57.965164                       5.7477369
               58.035133                       5.7411823
               58.105106                       5.7346425
               58.175072                        5.728117
               58.245045                       5.7216058
               58.315014                       5.7151089
               58.384983                       5.7086263
               58.454952                        5.702158
               58.524925                        5.695704
               58.594891                       5.6892638
               58.664864                        5.682838
               58.734833                       5.6764264
               58.804806                       5.6700287
               58.874771                       5.6636453
               58.944744                       5.6572752
               59.014713                       5.6509194
               59.084682                       5.6445775
               59.154652                       5.6382494
               59.224625                       5.6319346
                59.29459                       5.6256342
               59.364563                       5.6193471
               59.434532                       5.6130738
               59.504501                       5.6068139
               59.574471                       5.6005678
               59.644444                       5.5943351
               59.714413                       5.5881157
               59.784382                       5.5819097
               59.854351                       5.5757174
               59.924324                       5.5695381
               59.994293                       5.5633721
               60.064262                       5.5572195
               60.134235                       5.5510802
               60.204201                       5.5449543
               60.274174                       5.5388412
               60.344143                       5.5327411
               60.414116                       5.5266542
               60.484081                       5.5205803
               60.554054                       5.5145192
               60.624023                       5.5084715
               60.693993                       5.5024362
               60.763962                       5.4964142
               60.833935                       5.4904046
                 60.9039                       5.4844079
               60.973873                       5.4784241
               61.043842                       5.4724526
               61.113811                       5.4664941
               61.183781                       5.4605484
               61.253754                       5.4546146
               61.322704                       5.4487801
               61.323723                       5.4486938
               61.393692                       5.4427857
               61.463661                       5.4368896
               61.533634                        5.431006
                 61.6036                       5.4251351
               61.673573                       5.4192762
               61.743542                       5.4134297
               61.813511                       5.4075956
                61.88348                       5.4017735
               61.953453                       5.3959637
               62.023418                       5.3901663
               62.093391                       5.3843808
               62.163361                       5.3786073
               62.233334                       5.3728461
               62.303299                       5.3670969
               62.373272                       5.3613596
               62.443241                       5.3556342
                62.51321                       5.3499203
               62.583179                       5.3442187
               62.653152                       5.3385291
               62.723118                       5.3328509
               62.793091                       5.3271847
               62.863064                       5.3215303
               62.933033                       5.3158875
               63.003002                        5.310256
               63.072971                       5.3046365
               63.142944                       5.2990284
                63.21291                       5.2934322
               63.282883                        5.287847
               63.352852                       5.2822738
               63.422821                       5.2767115
                63.49279                       5.2711611
               63.562763                       5.2656217
               63.632729                       5.2600942
               63.702702                       5.2545776
               63.772671                       5.2490721
               63.842644                        5.243578
               63.912609                       5.2380953
               63.982582                       5.2326236
               64.052551                       5.2271628
                64.12252                       5.2217135
                64.19249                       5.2162752
               64.262459                       5.2108479
               64.332428                       5.2054315
               64.402405                       5.2000265
               64.472366                       5.1946321
               64.542343                       5.1892486
               64.612312                        5.183876
               64.682281                        5.178514
               64.752251                       5.1731634
                64.82222                       5.1678233
               64.892189                       5.1624937
               64.962158                       5.1571751
               65.032127                       5.1518674
               65.102104                       5.1465697
               65.172066                        5.141283
               65.242043                       5.1360073
               65.312012                       5.1307416
               65.381981                       5.1254869
                65.45195                       5.1202421
               65.517853                       5.1153121
               65.521919                       5.1150084
               65.591888                       5.1097846
               65.661858                       5.1045713
               65.731834                       5.0993686
               65.801804                       5.0941763
               65.871773                        5.088994
               65.941742                       5.0838223
               66.011711                        5.078661
                66.08168                       5.0735097
               66.151649                       5.0683684
               66.221619                       5.0632377
               66.291588                       5.0581169
               66.361557                       5.0530062
               66.431534                       5.0479054
               66.501495                       5.0428147
               66.571472                       5.0377345
               66.641441                       5.0326638
               66.711411                       5.0276031
                66.78138                       5.0225525
               66.851349                       5.0175118
               66.921318                       5.0124812
               66.991287                       5.0074601
               67.061256                        5.002449
               67.131233                        4.997448
               67.201195                       4.9924564
               67.271172                       4.9874744
               67.341141                       4.9825025
                67.41111                         4.97754
               67.481079                       4.9725871
               67.551048                       4.9676442
               67.621017                       4.9627104
               67.690987                       4.9577866
               67.760956                       4.9528723
               67.830933                       4.9479675
               67.900894                       4.9430718
               67.970871                       4.9381862
                68.04084                       4.9333096
               68.110809                       4.9284425
               68.180779                       4.9235849
               68.250748                       4.9187365
               68.320717                       4.9138975
               68.390686                       4.9090681
               68.460655                       4.9042478
               68.530632                       4.8994365
               68.600601                       4.8946347
                68.67057                        4.889842
                68.74054                       4.8850584
               68.810509                       4.8802843
               68.880478                       4.8755193
               68.950447                       4.8707628
               69.020416                       4.8660159
               69.090393                       4.8612781
               69.160362                       4.8565493
               69.230331                       4.8518291
               69.300293                       4.8471184
                69.37027                       4.8424163
               69.440239                       4.8377233
               69.510208                       4.8330388
               69.580177                       4.8283634
               69.650154                       4.8236971
               69.720116                       4.8190393
               69.790085                       4.8143907
               69.860054                       4.8097506
               69.930031                       4.8051195
                      70                       4.8004971
                      70                       4.8004971

