        Frequency / GHz                S1,1/abs,linear                S1,1/arg,degrees
               7.0201001                      0.85450151                       186.58037
               7.0899997                      0.85425375                       186.43407
               7.1599002                      0.85402589                       186.29269
               7.2297997                      0.85382071                        186.1559
               7.2996998                      0.85364102                       186.02345
               7.3695998                      0.85348918                       185.89506
               7.4394994                      0.85336716                       185.77037
               7.5093999                       0.8532767                       185.64912
               7.5792994                      0.85321934                       185.53096
                  7.6492                      0.85319606                       185.41561
               7.7190995                      0.85320771                       185.30275
                   7.789                      0.85325477                       185.19212
               7.8588996                      0.85333736                       185.08339
               7.9288001                      0.85345555                       184.97628
               7.9986997                      0.85360899                       184.87053
               8.0685997                      0.85379699                       184.76585
               8.1385002                      0.85401879                       184.66198
               8.2083998                      0.85427335                       184.55871
               8.2783003                      0.85455923                       184.45573
               8.3481998                      0.85487516                       184.35286
               8.4181004                      0.85521937                        184.2499
               8.4879999                      0.85559005                       184.14663
               8.5578995                      0.85598515                       184.04289
                  8.6278                      0.85640271                        183.9385
               8.6977005                      0.85684034                       183.83327
               8.7675991                      0.85729586                       183.72713
               8.8374996                      0.85776673                       183.61988
               8.9074001                      0.85825054                       183.51149
               8.9773006                      0.85874476                       183.40181
               9.0471992                      0.85924672                       183.29079
               9.1170998                      0.85975396                        183.1783
               9.1870003                      0.86026388                       183.06441
               9.2568989                      0.86077382                       182.94899
               9.3267994                      0.86128141                       182.83205
               9.3966999                        0.861784                       182.71357
               9.4666004                       0.8622792                       182.59362
                9.536499                      0.86276454                        182.4721
               9.6063995                      0.86323775                       182.34914
                  9.6763                      0.86369663                       182.22472
               9.7461996                      0.86413906                       182.09889
               9.8160992                      0.86456294                       181.97176
               9.8859997                      0.86496649                       181.84334
               9.9559002                      0.86534778                       181.71373
                 10.0258                      0.86570519                         181.583
               10.095699                      0.86603718                       181.45128
                 10.1656                      0.86634236                       181.31859
               10.235499                      0.86661941                       181.18511
                 10.3054                      0.86686732                       181.05088
               10.375299                        0.867085                       180.91606
                 10.4452                      0.86727171                       180.78071
                 10.5151                      0.86742664                       180.64498
                  10.585                      0.86754938                       180.50899
                 10.6549                      0.86763943                       180.37282
                 10.7248                      0.86769659                       180.23659
                 10.7947                      0.86772063                       180.10042
                 10.8646                      0.86771183                       179.96443
                 10.9345                      0.86767012                       179.82874
               11.004399                      0.86759581                       179.69347
                 11.0743                      0.86748932                       179.55867
                 11.1442                      0.86735124                       179.42448
                 11.2141                      0.86718219                         179.291
               11.283999                      0.86698278                       179.15833
                 11.3539                      0.86675403                       179.02657
                 11.4238                      0.86649667                       178.89574
               11.493699                      0.86621198                       178.76598
                 11.5636                      0.86590088                       178.63737
                 11.6335                      0.86556462                       178.50993
                 11.7034                      0.86520433                       178.38375
               11.773299                      0.86482143                       178.25887
                 11.8432                       0.8644172                       178.13539
                 11.9131                      0.86399302                       178.01325
               11.982999                      0.86355018                        177.8926
               12.052899                      0.86309033                       177.77339
                 12.1228                      0.86261467                       177.65567
                 12.1927                       0.8621249                       177.53944
               12.262599                      0.86162225                       177.42471
                 12.3325                      0.86110817                       177.31149
                 12.4024                      0.86058422                       177.19975
                 12.4723                      0.86005161                       177.08951
               12.542199                      0.85951181                       176.98071
                 12.6121                      0.85896606                       176.87335
                  12.682                       0.8584157                        176.7674
                 12.7519                       0.8578619                        176.6628
               12.821799                      0.85730577                       176.55953
                 12.8917                      0.85674851                       176.45751
               12.961599                      0.85619107                       176.35671
                 13.0315                      0.85563449                       176.25707
               13.101399                      0.85507962                       176.15854
                 13.1713                      0.85452712                       176.06103
               13.241199                      0.85397792                       175.96448
               13.311099                      0.85343246                       175.86882
                  13.381                      0.85289145                       175.77398
                 13.4509                      0.85235529                       175.67986
                 13.5208                      0.85182431                       175.58641
               13.590699                      0.85129879                       175.49353
                 13.6606                      0.85077887                       175.40117
               13.730499                      0.85026479                       175.30922
                 13.8004                      0.84975652                       175.21762
               13.870299                      0.84925382                       175.12628
                 13.9402                      0.84875674                       175.03514
               14.010099                      0.84826493                       174.94411
                   14.08                      0.84777812                       174.85312
               14.149899                      0.84729587                        174.7621
               14.219799                      0.84681773                       174.67097
                 14.2897                      0.84634321                       174.57968
                 14.3596                      0.84587164                       174.48818
                 14.4295                      0.84540234                       174.39638
               14.499399                      0.84493462                       174.30423
                 14.5693                      0.84446776                       174.21171
                 14.6392                      0.84400085                       174.11875
               14.709099                      0.84353325                       174.02528
               14.778999                      0.84306373                       173.93131
                 14.8489                       0.8425917                       173.83681
                 14.9188                      0.84211615                       173.74172
               14.988699                      0.84163594                       173.64603
               15.058599                      0.84115024                       173.54971
                 15.1285                       0.8406581                       173.45278
                 15.1984                      0.84015842                        173.3552
               15.268299                      0.83965035                       173.25697
                 15.3382                      0.83913283                        173.1581
                 15.4081                      0.83860495                       173.05859
               15.477999                      0.83806581                       172.95846
               15.547899                      0.83751441                       172.85773
                 15.6178                      0.83694984                        172.7564
                 15.6877                      0.83637136                       172.65448
               15.757599                      0.83577802                       172.55205
               15.827499                      0.83516913                       172.44908
                 15.8974                      0.83454386                       172.34566
               15.967299                       0.8339016                       172.24177
               16.037199                      0.83324156                       172.13751
                 16.1071                      0.83256324                       172.03288
                  16.177                      0.83186609                       171.92795
               16.246899                      0.83114954                       171.82275
               16.316799                      0.83041317                       171.71734
                 16.3867                      0.82965664                       171.61177
               16.456598                      0.82887949                       171.50609
               16.526499                      0.82808146                       171.40036
               16.596399                      0.82726247                       171.29463
                 16.6663                      0.82642222                       171.18897
               16.736198                      0.82556061                       171.08343
               16.806099                      0.82467758                       170.97802
               16.875999                      0.82377322                       170.87288
                 16.9459                      0.82284743                       170.76799
               17.015799                      0.82190045                       170.66345
               17.085699                      0.82093232                       170.55929
                 17.1556                       0.8199434                       170.45558
                 17.2255                       0.8189337                       170.35238
               17.295401                      0.81790372                       170.24969
               17.365299                      0.81685365                       170.14759
                 17.4352                      0.81578391                       170.04615
               17.505098                      0.81469495                       169.94538
               17.574999                      0.81358713                       169.84532
               17.644899                      0.81246093                       169.74603
                 17.7148                      0.81131684                       169.64754
                 17.7847                      0.81015539                       169.54987
               17.854599                      0.80897714                       169.45305
                 17.9245                      0.80778246                       169.35714
                 17.9944                      0.80657213                       169.26213
               18.064299                      0.80534659                       169.16806
               18.134199                      0.80410642                       169.07494
                 18.2041                      0.80285219                       168.98279
                  18.274                      0.80158456                       168.89163
               18.343899                      0.80030392                       168.80147
               18.413799                      0.79901092                       168.71231
                 18.4837                       0.7977061                       168.62417
                 18.5536                      0.79639006                       168.53704
               18.623499                      0.79506318                       168.45091
               18.693399                      0.79372604                       168.36582
                 18.7633                      0.79237911                       168.28171
               18.833199                      0.79102275                        168.1986
               18.903099                      0.78965741                       168.11649
                  18.973                      0.78828359                       168.03536
                 19.0429                      0.78690151                       167.95518
               19.112801                      0.78551152                       167.87595
               19.182699                      0.78411407                       167.79768
                 19.2526                      0.78270919                       167.72034
               19.322498                      0.78129725                       167.64388
               19.392399                      0.77987845                       167.56831
               19.462299                      0.77845281                       167.49363
                 19.5322                      0.77702061                       167.41977
                 19.6021                      0.77558182                       167.34674
               19.672001                      0.77413655                       167.27452
               19.741899                      0.77268471                       167.20311
               19.811798                      0.77122648                       167.13246
               19.881699                      0.76976163                       167.06256
               19.951599                      0.76829007                       166.99341
                 20.0215                       0.7668117                       166.92497
                 20.0914                      0.76532645                       166.85726
               20.161301                      0.76383401                       166.79024
               20.231199                      0.76233426                       166.72391
               20.301098                      0.76082704                       166.65825
               20.370998                      0.75931188                       166.59326
               20.440899                      0.75778871                       166.52896
               20.510799                      0.75625716                       166.46532
                 20.5807                      0.75471701                       166.40233
                 20.6506                      0.75316778                       166.34002
               20.720501                      0.75160931                        166.2784
               20.790398                      0.75004124                       166.21744
               20.860298                      0.74846315                       166.15719
               20.930199                      0.74687472                       166.09766
               21.000099                      0.74527575                       166.03884
                   21.07                      0.74366578                       165.98077
                 21.1399                       0.7420445                       165.92348
               21.209801                      0.74041172                       165.86698
               21.279701                       0.7387669                        165.8113
               21.349598                      0.73710999                       165.75648
               21.419498                      0.73544059                       165.70256
               21.489399                      0.73375859                       165.64957
               21.559299                      0.73206357                       165.59755
                 21.6292                      0.73035551                       165.54655
                 21.6991                      0.72863415                       165.49658
               21.769001                      0.72689936                       165.44774
               21.838898                      0.72515106                       165.40005
               21.908798                      0.72338907                       165.35358
               21.978699                      0.72161353                       165.30836
               22.048599                      0.71982422                       165.26449
                 22.1185                      0.71802129                       165.22197
                 22.1884                      0.71620479                        165.1809
               22.258301                      0.71437485                       165.14131
               22.328199                       0.7125315                       165.10331
               22.398098                      0.71067509                       165.06693
               22.467999                      0.70880564                       165.03225
               22.537899                      0.70692357                        164.9993
                 22.6078                      0.70502912                       164.96818
                 22.6777                      0.70312262                       164.93896
               22.747601                      0.70120445                       164.91168
               22.817499                      0.69927515                       164.88644
                 22.8874                      0.69733511                       164.86327
               22.957298                       0.6953847                       164.84226
               23.027199                      0.69342459                       164.82343
               23.097099                      0.69145529                       164.80692
                  23.167                      0.68947754                       164.79274
                 23.2369                      0.68749176                       164.78095
               23.306799                      0.68549883                       164.77162
               23.376699                      0.68349932                       164.76482
                 23.4466                      0.68149398                        164.7606
               23.516499                      0.67948365                       164.75898
               23.586399                      0.67746896                       164.76008
                 23.6563                      0.67545088                       164.76389
                 23.7262                      0.67343006                       164.77047
               23.796099                      0.67140747                        164.7799
               23.865999                      0.66938393                       164.79218
                 23.9359                      0.66736026                       164.80736
               24.005798                      0.66533737                       164.82547
               24.075699                       0.6633162                       164.84657
               24.145599                      0.66129757                       164.87068
                 24.2155                      0.65928242                       164.89781
               24.285398                      0.65727169                         164.928
               24.355299                       0.6552662                       164.96129
                 24.4252                        0.653267                       164.99765
                 24.4951                       0.6512748                       165.03712
               24.564999                      0.64929054                       165.07973
               24.634899                      0.64731522                       165.12545
                 24.7048                      0.64534962                       165.17433
               24.774698                      0.64339461                       165.22633
               24.844599                      0.64145093                       165.28148
               24.914499                      0.63951965                       165.33976
                 24.9844                      0.63760136                       165.40115
                 25.0543                      0.63569703                       165.46565
               25.124199                      0.63380728                       165.53327
               25.194099                      0.63193303                       165.60397
                  25.264                      0.63007485                       165.67774
               25.333899                      0.62823356                       165.75458
               25.403799                      0.62640983                       165.83441
                 25.4737                      0.62460424                       165.91723
                 25.5436                       0.6228175                       166.00305
               25.613501                      0.62105029                        166.0918
               25.683399                      0.61930306                       166.18348
                 25.7533                      0.61757652                       166.27805
               25.823198                      0.61587104                       166.37546
               25.893099                      0.61418734                       166.47564
               25.962999                      0.61252574                       166.57862
                 26.0329                      0.61088671                       166.68433
                 26.1028                      0.60927082                       166.79276
               26.172701                      0.60767842                       166.90384
               26.242599                      0.60610992                       167.01748
               26.312498                      0.60456568                       167.13376
               26.382399                      0.60304616                       167.25254
               26.452299                      0.60155153                       167.37381
                 26.5222                       0.6000822                       167.49756
                 26.5921                      0.59863859                       167.62369
               26.662001                      0.59722085                       167.75219
               26.731899                      0.59582932                       167.88299
               26.801798                      0.59446426                       168.01611
               26.871698                      0.59312589                       168.15143
               26.941599                      0.59181444                       168.28894
               27.011499                      0.59053028                        168.4286
                 27.0814                      0.58927357                       168.57038
                 27.1513                      0.58804454                        168.7142
               27.221201                       0.5868434                       168.86006
               27.291098                      0.58567032                       169.00787
               27.360998                      0.58452559                       169.15764
               27.430899                      0.58340939                       169.30928
               27.500799                      0.58232191                       169.46276
                 27.5707                      0.58126349                       169.61804
                 27.6406                      0.58023415                       169.77509
               27.710501                      0.57923433                       169.93384
               27.780397                      0.57826402                       170.09426
               27.850298                      0.57732353                       170.25632
               27.920198                      0.57641318                       170.41993
               27.990099                      0.57553312                       170.58507
               28.059999                      0.57468348                        170.7517
                 28.1299                      0.57386466                       170.91976
                 28.1998                      0.57307674                       171.08919
               28.269699                      0.57232004                       171.25993
               28.339598                      0.57159484                       171.43197
               28.409498                      0.57090124                       171.60522
               28.479399                      0.57023966                       171.77963
               28.549299                      0.56961024                       171.95515
                 28.6192                       0.5690132                       172.13171
                 28.6891                      0.56844876                       172.30927
               28.758999                      0.56791714                       172.48773
               28.828899                      0.56741873                       172.66706
               28.898798                      0.56695353                       172.84717
               28.968699                      0.56652191                       173.02799
               29.038599                      0.56612401                       173.20947
                 29.1085                       0.5657601                       173.39152
                 29.1784                      0.56543024                       173.57407
               29.248299                      0.56513467                       173.75703
               29.318199                       0.5648736                       173.94036
                 29.3881                      0.56464703                       174.12394
               29.457998                      0.56445525                       174.30768
               29.527899                      0.56429816                       174.49153
               29.597799                        0.564176                       174.67538
                 29.6677                      0.56408886                       174.85917
               29.737598                      0.56403669                       175.04278
               29.807499                      0.56401949                       175.22613
               29.877399                      0.56403737                       175.40912
               29.947298                      0.56409013                       175.59168
               30.017199                      0.56417784                        175.7737
               30.087099                      0.56430027                        175.9551
                  30.157                       0.5644574                       176.13577
                 30.2269                      0.56464913                       176.31564
               30.296799                      0.56487513                        176.4946
               30.366699                      0.56513526                       176.67256
                 30.4366                      0.56542922                       176.84943
               30.506498                      0.56575671                        177.0251
               30.576399                      0.56611753                       177.19952
               30.646299                      0.56651126                       177.37257
                 30.7162                      0.56693756                       177.54417
               30.786098                      0.56739594                       177.71423
               30.855999                      0.56788598                       177.88269
                 30.9259                      0.56840733                       178.04944
                 30.9958                      0.56895936                       178.21442
               31.065699                      0.56954151                       178.37752
               31.135599                      0.57015335                       178.53871
                 31.2055                      0.57079415                       178.69791
               31.275398                      0.57146348                       178.85502
               31.345299                      0.57216054                       179.01001
               31.415199                      0.57288474                       179.16282
                 31.4851                      0.57363541                       179.31335
                  31.555                      0.57441178                       179.46159
               31.624899                      0.57521322                       179.60749
               31.694799                      0.57603903                       179.75096
               31.764698                      0.57688839                       179.89202
               31.834599                      0.57776054                       180.03058
               31.904499                      0.57865471                       180.16662
                 31.9744                       0.5795702                       180.30012
                 32.0443                      0.58050606                       180.43106
               32.114201                      0.58146172                       180.55938
               32.184101                      0.58243636                        180.6851
               32.253998                      0.58342896                       180.80818
               32.323898                      0.58443897                       180.92864
               32.393799                      0.58546556                       181.04642
               32.463699                      0.58650792                       181.16156
                 32.5336                      0.58756524                       181.27405
                 32.6035                      0.58863679                       181.38388
               32.673401                      0.58972187                       181.49106
               32.743298                      0.59081968                       181.59561
               32.813198                      0.59192951                       181.69753
               32.883099                      0.59305062                       181.79685
               32.952999                      0.59418246                       181.89355
                 33.0229                      0.59532408                        181.9877
                 33.0928                      0.59647506                       182.07928
               33.162701                      0.59763475                       182.16834
               33.232597                      0.59880234                       182.25491
               33.302498                      0.59997746                         182.339
               33.372398                      0.60115932                       182.42064
               33.442299                      0.60234752                       182.49988
               33.512199                      0.60354155                       182.57672
                 33.5821                       0.6047408                       182.65122
                  33.652                      0.60594488                       182.72342
               33.721897                      0.60715325                       182.79333
               33.791798                      0.60836554                       182.86101
               33.861698                      0.60958126                       182.92648
               33.931599                      0.61080016                       182.98977
               34.001499                      0.61202178                       183.05093
                 34.0714                      0.61324577                          183.11
                 34.1413                       0.6144719                       183.16701
               34.211201                       0.6156998                       183.22198
               34.281097                      0.61692915                       183.27499
               34.350998                      0.61815983                       183.32601
               34.420898                      0.61939158                        183.3751
               34.490799                      0.62062406                       183.42233
               34.560699                      0.62185718                       183.46769
               34.630596                      0.62309066                       183.51123
                 34.7005                      0.62432448                       183.55297
               34.770397                      0.62555843                       183.59296
               34.840302                      0.62679229                       183.63119
               34.910198                      0.62802598                       183.66771
               34.980099                      0.62925951                       183.70255
               35.049999                      0.63049252                       183.73574
               35.119896                      0.63172513                       183.76728
                 35.1898                      0.63295712                       183.79719
               35.259697                      0.63418849                       183.82551
               35.329601                       0.6354191                       183.85226
               35.399498                      0.63664882                       183.87746
               35.469398                      0.63787767                       183.90111
               35.539299                      0.63910555                       183.92324
               35.609196                      0.64033234                       183.94384
                 35.6791                      0.64155806                       183.96295
               35.748997                      0.64278244                       183.98056
               35.818901                      0.64400562                       183.99672
               35.888798                      0.64522737                        184.0114
               35.958698                      0.64644769                       184.02463
               36.028599                      0.64766633                        184.0364
               36.098499                      0.64888335                       184.04676
                 36.1684                      0.65009849                       184.05566
               36.238297                      0.65131176                       184.06316
               36.308201                        0.652523                       184.06923
               36.378098                      0.65373198                       184.07389
               36.448002                      0.65493866                       184.07715
               36.517899                      0.65614282                       184.07901
               36.587799                      0.65734436                       184.07947
                 36.6577                      0.65854303                       184.07856
               36.727596                      0.65973872                       184.07626
               36.797501                      0.66093123                       184.07259
               36.867397                      0.66212033                       184.06753
               36.937302                      0.66330576                       184.06114
               37.007198                      0.66448742                       184.05338
               37.077099                      0.66566504                       184.04428
               37.146999                      0.66683837                       184.03383
                 37.2169                      0.66800715                       184.02206
                 37.2868                       0.6691712                       184.00897
               37.356697                      0.67033023                       183.99457
               37.426601                        0.671484                       183.97885
               37.496498                      0.67263222                       183.96187
               37.566399                      0.67377469                       183.94361
               37.636299                      0.67491113                       183.92407
                 37.7062                      0.67604127                       183.90329
                 37.7761                      0.67716484                       183.88127
               37.845997                      0.67828158                       183.85805
               37.915901                      0.67939124                       183.83361
               37.985798                      0.68049348                       183.80801
               38.055698                      0.68158817                       183.78124
               38.125599                      0.68267494                       183.75332
               38.195499                      0.68375371                       183.72427
                 38.2654                      0.68482408                       183.69413
               38.335297                      0.68588584                       183.66289
               38.405201                      0.68693889                       183.63062
               38.475098                      0.68798286                       183.59729
               38.544998                      0.68901764                       183.56296
               38.614899                      0.69004295                       183.52763
               38.684799                      0.69105873                       183.49135
                 38.7547                       0.6920647                       183.45413
                 38.8246                      0.69306074                         183.416
               38.894501                      0.69404665                         183.377
               38.964397                      0.69502245                       183.33713
               39.034298                      0.69598778                       183.29643
               39.104198                       0.6969428                       183.25493
               39.174099                      0.69788725                       183.21265
               39.243999                      0.69882105                       183.16964
                 39.3139                      0.69974422                       183.12587
               39.383801                      0.70065666                       183.08143
               39.453697                      0.70155838                       183.03631
               39.523598                      0.70244925                       182.99058
               39.593498                      0.70332941                        182.9442
               39.663399                      0.70419874                       182.89723
               39.733299                      0.70505737                        182.8497
                 39.8032                       0.7059053                       182.80164
                 39.8731                      0.70674265                       182.75305
               39.943001                      0.70756931                       182.70397
               40.012897                      0.70838552                       182.65441
               40.082798                      0.70919131                       182.60438
               40.152699                      0.70998672                       182.55394
               40.222599                      0.71077202                       182.50308
                 40.2925                      0.71154716                       182.45181
                 40.3624                      0.71231236                       182.40017
               40.432301                      0.71306776                        182.3482
               40.502197                      0.71381348                       182.29584
               40.572098                      0.71454968                       182.24316
               40.641998                      0.71527651                       182.19017
               40.711899                      0.71599401                       182.13686
               40.781799                      0.71670253                       182.08324
                 40.8517                       0.7174022                       182.02934
                 40.9216                      0.71809309                       181.97516
               40.991497                      0.71877546                        181.9207
               41.061398                      0.71944932                       181.86599
               41.131298                      0.72011504                       181.81099
               41.201199                      0.72077263                       181.75573
               41.271099                      0.72142235                       181.70023
                  41.341                      0.72206415                       181.64446
                 41.4109                       0.7226984                       181.58842
               41.480797                      0.72332511                       181.53214
               41.550701                      0.72394447                       181.47559
               41.620598                       0.7245566                       181.41876
               41.690498                      0.72516148                        181.3617
               41.760399                      0.72575945                       181.30434
               41.830299                      0.72635035                       181.24672
                 41.9002                       0.7269345                       181.18881
               41.970097                      0.72751179                       181.13063
               42.040001                      0.72808239                       181.07214
               42.109898                      0.72864622                       181.01337
               42.179798                      0.72920339                       180.95428
               42.249699                      0.72975399                       180.89488
               42.319599                      0.73029796                       180.83517
                 42.3895                       0.7308352                       180.77514
               42.459396                       0.7313659                       180.71476
               42.529301                      0.73188984                       180.65404
               42.599197                       0.7324071                       180.59297
               42.669102                      0.73291756                       180.53156
               42.738998                      0.73342112                       180.46977
               42.808899                      0.73391786                       180.40758
               42.878799                      0.73440757                       180.34508
               42.948696                      0.73489013                       180.28215
                 43.0186                      0.73536545                       180.21891
               43.088497                      0.73583342                        180.1552
               43.158401                      0.73629401                       180.09117
               43.228298                      0.73674693                       180.02672
               43.298199                      0.73719208                       179.96184
               43.368099                      0.73762936                        179.8966
               43.437996                      0.73805856                       179.83099
                 43.5079                      0.73847957                       179.76494
               43.577797                      0.73889224                       179.69847
               43.647701                      0.73929622                       179.63164
               43.717598                      0.73969153                       179.56444
               43.787498                      0.74007796                       179.49681
               43.857399                      0.74045535                       179.42882
               43.927296                      0.74082351                       179.36052
                 43.9972                       0.7411822                        179.2918
               44.067097                      0.74153136                        179.2227
               44.137001                      0.74187083                       179.15324
               44.206898                      0.74220032                       179.08348
               44.276802                      0.74251984                       179.01341
               44.346699                      0.74282913                       178.94298
               44.416595                      0.74312811                        178.8723
                 44.4865                      0.74341659                       178.80125
               44.556396                       0.7436945                       178.72996
               44.626301                      0.74396177                       178.65843
               44.696198                      0.74421822                       178.58659
               44.766102                      0.74446376                       178.51458
               44.835999                      0.74469835                       178.44231
               44.905895                      0.74492186                       178.36986
                 44.9758                      0.74513426                       178.29721
               45.045696                       0.7453356                       178.22437
               45.115601                      0.74552569                        178.1514
               45.185497                      0.74570461                       178.07829
               45.255402                      0.74587223                       178.00506
               45.325298                      0.74602879                        177.9317
               45.395195                       0.7461741                       177.85828
               45.465099                      0.74630822                       177.78477
               45.534996                      0.74643126                       177.71121
                 45.6049                      0.74654316                       177.63761
               45.674797                      0.74664415                       177.56399
               45.744701                      0.74673421                       177.49036
               45.814598                      0.74681346                       177.41673
               45.884502                      0.74688189                       177.34313
               45.954399                      0.74693973                       177.26954
               46.024296                      0.74698701                       177.19602
                 46.0942                      0.74702405                       177.12254
               46.164097                      0.74705075                       177.04913
               46.234001                      0.74706733                       176.97582
               46.303898                      0.74707399                       176.90257
               46.373802                      0.74707082                       176.82942
               46.443699                      0.74705804                       176.75638
               46.513596                      0.74703569                       176.68346
                 46.5835                      0.74700403                       176.61063
               46.653397                       0.7469632                       176.53793
               46.723301                      0.74691342                       176.46537
               46.793198                      0.74685472                        176.3929
               46.863102                      0.74678736                       176.32057
               46.932999                      0.74671155                       176.24839
               47.002895                      0.74662726                       176.17631
                 47.0728                      0.74653483                       176.10437
               47.142696                      0.74643429                       176.03255
               47.212601                       0.7463258                       175.96084
               47.282497                      0.74620949                       175.88926
               47.352402                      0.74608555                       175.81778
               47.422298                        0.745954                        175.7464
               47.492199                      0.74581498                       175.67513
               47.562099                      0.74566857                       175.60394
               47.631996                      0.74551488                       175.53286
                 47.7019                      0.74535395                       175.46182
               47.771797                      0.74518584                       175.39087
               47.841702                       0.7450106                       175.31997
               47.911598                      0.74482832                       175.24913
               47.981499                      0.74463887                       175.17832
               48.051399                      0.74444233                       175.10754
               48.121296                      0.74423878                       175.03679
                 48.1912                      0.74402807                       174.96603
               48.261097                      0.74381023                        174.8953
               48.331001                      0.74358512                       174.82454
               48.400898                      0.74335274                       174.75376
               48.470798                      0.74311303                       174.68296
               48.540699                      0.74286587                       174.61213
               48.610596                       0.7426111                       174.54126
                 48.6805                      0.74234874                       174.47032
               48.750397                      0.74207849                       174.39933
               48.820301                      0.74180028                       174.32828
               48.890198                      0.74151394                       174.25717
               48.960098                      0.74121931                       174.18597
               49.029999                      0.74091626                        174.1147
               49.099899                       0.7406045                       174.04336
                 49.1698                      0.74028399                       173.97191
               49.239697                      0.73995435                       173.90039
               49.309601                      0.73961556                       173.82879
               49.379498                      0.73926731                       173.75713
               49.449398                      0.73890937                       173.68536
               49.519299                      0.73854163                       173.61355
               49.589199                      0.73816379                       173.54165
                 49.6591                      0.73777557                        173.4697
               49.728996                      0.73737692                       173.39768
               49.798901                      0.73696754                       173.32564
               49.868797                      0.73654716                       173.25354
               49.938698                      0.73611578                       173.18143
               50.008598                      0.73567295                       173.10931
               50.078499                      0.73521862                       173.03719
               50.148399                      0.73475254                       172.96509
