        Frequency / GHz                Eps'/real
               33.405704                       1.8994393
               33.475674                       1.8954692
               33.545647                       1.8915156
               33.615616                       1.8875785
               33.685585                       1.8836577
               33.755554                       1.8797532
               33.804615                        1.877025
               33.825523                       1.8758647
               33.895496                       1.8719925
               33.965466                       1.8681362
               34.035435                       1.8642956
               34.105404                       1.8604709
               34.175373                       1.8566618
               34.245346                       1.8528682
               34.315315                       1.8490902
               34.385284                       1.8453275
               34.455257                       1.8415802
               34.525223                       1.8378479
               34.595196                       1.8341308
               34.665165                       1.8304287
               34.735134                       1.8267415
               34.805103                       1.8230691
               34.875076                       1.8194115
               34.945042                       1.8157685
               35.015015                       1.8121401
               35.084984                       1.8085262
               35.154957                       1.8049266
               35.224922                       1.8013413
               35.294895                       1.7977703
               35.364864                       1.7942133
               35.434834                       1.7906705
               35.504803                       1.7871416
               35.574776                       1.7836266
               35.644741                       1.7801254
               35.714714                       1.7766378
               35.784683                       1.7731639
               35.854656                       1.7697036
               35.924622                       1.7662568
               35.994595                       1.7628233
               36.064564                       1.7594032
               36.117226                       1.7568378
               36.134533                       1.7559963
               36.204502                       1.7526027
               36.274475                       1.7492222
                36.34444                       1.7458545
               36.414413                       1.7424998
               36.484383                       1.7391582
               36.554352                       1.7358291
               36.624321                       1.7325128
               36.694294                       1.7292092
               36.764263                       1.7259182
               36.834232                       1.7226397
               36.904202                       1.7193736
               36.974174                       1.7161198
               37.044144                       1.7128783
               37.114113                       1.7096491
               37.184086                       1.7064321
               37.254051                        1.703227
               37.324024                        1.700034
               37.393993                        1.696853
               37.463966                       1.6936839
               37.533932                       1.6905266
               37.603905                        1.687381
               37.673874                       1.6842471
               37.743843                       1.6811248
               37.813812                       1.6780142
               37.883785                       1.6749148
               37.953751                       1.6718271
               38.023724                       1.6687506
               38.093693                       1.6656855
               38.163662                       1.6626316
               38.233631                       1.6595888
               38.303604                       1.6565573
               38.373573                       1.6535367
               38.443542                       1.6505271
               38.513512                       1.6475285
               38.583485                       1.6445408
               38.588043                       1.6443465
                38.65345                       1.6415639
               38.723423                       1.6385977
               38.793392                       1.6356423
               38.863361                       1.6326975
               38.933331                       1.6297631
               39.003304                       1.6268394
               39.073269                       1.6239262
               39.143242                       1.6210234
               39.213211                       1.6181309
               39.283184                       1.6152488
               39.353149                       1.6123768
               39.423122                       1.6095151
               39.493092                       1.6066636
               39.563061                        1.603822
                39.63303                       1.6009905
               39.703003                       1.5981691
               39.772968                       1.5953575
               39.842941                       1.5925559
               39.912914                        1.589764
               39.982883                       1.5869819
               40.052853                       1.5842096
               40.122822                       1.5814469
               40.192795                       1.5786937
                40.26276                       1.5759503
               40.332733                       1.5732163
               40.402702                       1.5704918
               40.472672                       1.5677767
               40.542641                        1.565071
               40.612614                       1.5623746
               40.682579                       1.5596874
               40.752552                       1.5570096
               40.822521                       1.5543408
               40.892494                       1.5516813
                40.96246                       1.5490307
               41.032433                       1.5463892
               41.102402                       1.5437568
               41.172371                       1.5411333
                41.22789                       1.5390579
                41.24234                       1.5385187
               41.312313                       1.5359129
               41.382278                       1.5333159
               41.452251                       1.5307277
               41.522221                       1.5281483
               41.592194                       1.5255775
               41.662159                       1.5230154
               41.732132                       1.5204618
               41.802101                       1.5179168
                41.87207                       1.5153803
               41.942039                       1.5128523
               42.012012                       1.5103326
               42.081978                       1.5078214
               42.151951                       1.5053185
                42.22192                       1.5028238
               42.291889                       1.5003375
               42.361858                       1.4978594
               42.431831                       1.4953895
               42.501801                       1.4929276
                42.57177                       1.4904739
               42.641739                       1.4880282
               42.711712                       1.4855905
               42.781681                       1.4831607
                42.85165                        1.480739
               42.921623                       1.4783251
               42.991589                       1.4759191
               43.061562                        1.473521
               43.131531                       1.4711305
               43.201504                       1.4687479
               43.271469                       1.4663728
               43.341442                       1.4640056
               43.411411                        1.461646
                43.48138                       1.4592938
                43.55135                       1.4569494
               43.621323                       1.4546124
               43.691288                       1.4522828
               43.761261                       1.4499608
                43.83123                       1.4476461
               43.901199                       1.4453388
               43.971169                       1.4430389
               44.041142                       1.4407463
               44.048332                       1.4405111
               44.111111                       1.4384609
                44.18108                       1.4361829
               44.251049                        1.433912
               44.321022                       1.4316483
               44.390987                       1.4293916
                44.46096                       1.4271421
                44.53093                       1.4248998
               44.600899                       1.4226644
               44.670868                        1.420436
               44.740841                       1.4182146
               44.810806                       1.4160001
               44.880779                       1.4137925
               44.950748                       1.4115919
               45.020721                        1.409398
               45.090687                       1.4072109
                45.16066                       1.4050306
               45.230629                       1.4028572
               45.300598                       1.4006903
               45.370567                       1.3985302
                45.44054                       1.3963767
               45.510506                       1.3942299
               45.580479                       1.3920896
               45.650452                       1.3899559
               45.720421                       1.3878287
                45.79039                       1.3857081
               45.860359                       1.3835938
               45.930332                       1.3814861
               46.000298                       1.3793848
               46.070271                       1.3772898
                46.14024                       1.3752012
               46.210209                       1.3731189
               46.280178                       1.3710428
               46.350151                       1.3689731
               46.420116                       1.3669097
               46.490089                       1.3648524
               46.560059                       1.3628013
               46.630032                       1.3607564
               46.699997                       1.3587176
                46.76997                       1.3566849
               46.839939                       1.3546582
               46.909908                       1.3526376
               46.979877                       1.3506231
                47.04985                       1.3486146
               47.061726                       1.3482742
               47.119816                        1.346612
               47.189789                       1.3446153
               47.259758                       1.3426245
               47.329731                       1.3406397
               47.399696                       1.3386606
               47.469669                       1.3366874
               47.539639                       1.3347201
               47.609608                       1.3327585
               47.679577                       1.3308027
                47.74955                       1.3288525
               47.819515                       1.3269082
               47.889488                       1.3249695
               47.959457                       1.3230364
               48.029427                       1.3211091
               48.099396                       1.3191872
               48.169369                        1.317271
               48.239338                       1.3153603
               48.309307                       1.3134552
               48.379276                       1.3115555
               48.449249                       1.3096614
               48.519218                       1.3077728
               48.589188                       1.3058895
               48.659161                       1.3040117
               48.729126                       1.3021393
               48.799099                       1.3002722
               48.869068                       1.2984105
               48.939041                       1.2965541
               49.009007                        1.294703
               49.078979                       1.2928572
               49.148949                       1.2910167
               49.218918                       1.2891814
               49.288887                       1.2873513
                49.35886                       1.2855263
               49.428825                       1.2837065
               49.498798                       1.2818919
               49.568768                       1.2800825
               49.638737                       1.2782781
               49.708706                       1.2764788
               49.778679                       1.2746845
               49.848648                       1.2728953
               49.918617                       1.2711111
               49.988586                       1.2693319
               50.058559                       1.2675577
               50.128525                       1.2657884
               50.198498                       1.2640241
               50.268467                       1.2622647
               50.281265                       1.2619433
               50.338436                       1.2605102
               50.408405                       1.2587605
               50.478378                       1.2570157
               50.548344                       1.2552757
               50.618317                       1.2535405
               50.688286                       1.2518101
               50.758259                       1.2500845
               50.828224                       1.2483636
               50.898197                       1.2466475
               50.968166                       1.2449361
               51.038136                       1.2432294
               51.108105                       1.2415273
               51.178078                       1.2398299
               51.248043                       1.2381371
               51.318016                        1.236449
               51.387989                       1.2347654
               51.457958                       1.2330865
               51.527927                       1.2314121
               51.597897                       1.2297422
                51.66787                       1.2280768
               51.737835                        1.226416
               51.807808                       1.2247597
               51.877777                       1.2231078
               51.947746                       1.2214603
               52.017715                       1.2198173
               52.087688                       1.2181787
               52.157654                       1.2165445
               52.227627                       1.2149147
               52.297596                       1.2132893
               52.367569                       1.2116681
               52.437534                       1.2100513
               52.507507                       1.2084389
               52.577477                       1.2068306
               52.647446                       1.2052268
               52.717415                       1.2036271
               52.787388                       1.2020317
               52.857353                       1.2004405
               52.927326                       1.1988535
               52.997295                       1.1972708
               53.067268                       1.1956921
               53.137234                       1.1941177
               53.207207                       1.1925473
               53.277176                       1.1909811
               53.347145                        1.189419
               53.417114                       1.1878611
               53.487087                       1.1863071
               53.557053                       1.1847572
               53.627026                       1.1832114
               53.696995                       1.1816697
               53.721058                       1.1811403
               53.766964                       1.1801319
               53.836933                       1.1785982
               53.906906                       1.1770684
               53.976875                       1.1755425
               54.046844                       1.1740206
               54.116814                       1.1725026
               54.186787                       1.1709887
               54.256756                       1.1694785
               54.326725                       1.1679723
               54.396698                       1.1664699
               54.466663                       1.1649715
               54.536636                       1.1634768
               54.606606                        1.161986
               54.676579                        1.160499
               54.746544                       1.1590158
               54.816517                       1.1575364
               54.886486                       1.1560607
               54.956455                       1.1545888
               55.026424                       1.1531208
               55.096397                       1.1516563
               55.166363                       1.1501956
               55.236336                       1.1487386
               55.306305                       1.1472853
               55.376274                       1.1458356
               55.446243                       1.1443897
               55.516216                       1.1429473
               55.586185                       1.1415087
               55.656155                       1.1400735
               55.726124                       1.1386421
               55.796097                       1.1372142
               55.866062                       1.1357899
               55.936035                       1.1343691
               56.006004                        1.132952
               56.075974                       1.1315383
               56.145943                       1.1301281
               56.215916                       1.1287215
               56.285881                       1.1273184
               56.355854                       1.1259187
               56.425823                       1.1245226
               56.495796                       1.1231298
               56.565762                       1.1217406
               56.635735                       1.1203547
               56.705704                       1.1189723
               56.775673                       1.1175933
               56.845642                       1.1162176
               56.915615                       1.1148454
                56.98558                       1.1134765
               57.055553                        1.112111
               57.125526                       1.1107489
               57.195496                         1.10939
               57.265465                       1.1080345
               57.335434                       1.1066823
               57.396172                       1.1055112
               57.405407                       1.1053334
               57.475372                       1.1039878
               57.545345                       1.1026454
               57.615314                       1.1013063
               57.685284                       1.0999705
               57.755253                       1.0986379
               57.825226                       1.0973085
               57.895191                       1.0959823
               57.965164                       1.0946594
               58.035133                       1.0933397
               58.105106                        1.092023
               58.175072                       1.0907096
               58.245045                       1.0893993
               58.315014                       1.0880922
               58.384983                       1.0867882
               58.454952                       1.0854874
               58.524925                       1.0841895
               58.594891                       1.0828949
               58.664864                       1.0816033
               58.734833                       1.0803149
               58.804806                       1.0790294
               58.874771                        1.077747
               58.944744                       1.0764676
               59.014713                       1.0751914
               59.084682                       1.0739181
               59.154652                       1.0726478
               59.224625                       1.0713806
                59.29459                       1.0701163
               59.364563                        1.068855
               59.434532                       1.0675967
               59.504501                       1.0663413
               59.574471                       1.0650889
               59.644444                       1.0638394
               59.714413                       1.0625929
               59.784382                       1.0613493
               59.854351                       1.0601085
               59.924324                       1.0588707
               59.994293                       1.0576358
               60.064262                       1.0564038
               60.134235                       1.0551746
               60.204201                       1.0539482
               60.274174                       1.0527247
               60.344143                        1.051504
               60.414116                       1.0502863
               60.484081                       1.0490712
               60.554054                       1.0478591
               60.624023                       1.0466497
               60.693993                       1.0454431
               60.763962                       1.0442392
               60.833935                       1.0430381
                 60.9039                       1.0418398
               60.973873                       1.0406443
               61.043842                       1.0394515
               61.113811                       1.0382614
               61.183781                        1.037074
               61.253754                       1.0358894
               61.322704                       1.0347246
               61.323723                       1.0347074
               61.393692                       1.0335282
               61.463661                       1.0323516
               61.533634                       1.0311778
                 61.6036                       1.0300065
               61.673573                       1.0288379
               61.743542                       1.0276721
               61.813511                       1.0265088
                61.88348                       1.0253481
               61.953453                       1.0241901
               62.023418                       1.0230347
               62.093391                       1.0218818
               62.163361                       1.0207317
               62.233334                       1.0195841
               62.303299                       1.0184389
               62.373272                       1.0172966
               62.443241                       1.0161566
                62.51321                       1.0150192
               62.583179                       1.0138844
               62.653152                       1.0127521
               62.723118                       1.0116223
               62.793091                       1.0104951
               62.863064                       1.0093703
               62.933033                       1.0082481
               63.003002                       1.0071284
               63.072971                       1.0060111
               63.142944                       1.0048964
                63.21291                       1.0037841
               63.282883                       1.0026742
               63.352852                       1.0015668
               63.422821                       1.0004618
                63.49279                      0.99935931
               63.562763                      0.99825919
               63.632729                      0.99716151
               63.702702                      0.99606627
               63.772671                      0.99497342
               63.842644                      0.99388295
               63.912609                      0.99279487
               63.982582                      0.99170917
               64.052551                       0.9906258
                64.12252                      0.98954487
                64.19249                      0.98846626
               64.262459                      0.98738998
               64.332428                      0.98631608
               64.402405                      0.98524451
               64.472366                      0.98417526
               64.542343                      0.98310828
               64.612312                      0.98204368
               64.682281                      0.98098135
               64.752251                      0.97992134
                64.82222                       0.9788636
               64.892189                      0.97780812
               64.962158                      0.97675496
               65.032127                      0.97570401
               65.102104                      0.97465539
               65.172066                      0.97360897
               65.242043                      0.97256482
               65.312012                      0.97152287
               65.381981                      0.97048318
                65.45195                      0.96944571
               65.517853                      0.96847051
               65.521919                      0.96841043
               65.591888                      0.96737736
               65.661858                      0.96634656
               65.731834                       0.9653179
               65.801804                      0.96429139
               65.871773                      0.96326715
               65.941742                      0.96224505
               66.011711                      0.96122509
                66.08168                      0.96020728
               66.151649                      0.95919168
               66.221619                      0.95817816
               66.291588                      0.95716685
               66.361557                      0.95615762
               66.431534                      0.95515054
               66.501495                      0.95414555
               66.571472                       0.9531427
               66.641441                      0.95214194
               66.711411                      0.95114332
                66.78138                      0.95014673
               66.851349                      0.94915229
               66.921318                      0.94815987
               66.991287                       0.9471696
               67.061256                       0.9461813
               67.131233                      0.94519514
               67.201195                      0.94421101
               67.271172                       0.9432289
               67.341141                      0.94224882
                67.41111                      0.94127083
               67.481079                      0.94029486
               67.551048                      0.93932086
               67.621017                      0.93834895
               67.690987                        0.937379
               67.760956                      0.93641102
               67.830933                      0.93544513
               67.900894                      0.93448114
               67.970871                      0.93351918
                68.04084                      0.93255919
               68.110809                      0.93160117
               68.180779                      0.93064517
               68.250748                      0.92969108
               68.320717                      0.92873895
               68.390686                      0.92778873
               68.460655                      0.92684048
               68.530632                       0.9258942
               68.600601                      0.92494982
                68.67057                      0.92400736
                68.74054                      0.92306685
               68.810509                       0.9221282
               68.880478                      0.92119151
               68.950447                      0.92025667
               69.020416                      0.91932374
               69.090393                      0.91839272
               69.160362                       0.9174636
               69.230331                      0.91653633
               69.300293                      0.91561091
                69.37027                       0.9146874
               69.440239                      0.91376573
               69.510208                      0.91284591
               69.580177                        0.911928
               69.650154                      0.91101187
               69.720116                       0.9100976
               69.790085                      0.90918511
               69.860054                      0.90827453
               69.930031                      0.90736574
                      70                      0.90645874
                      70                      0.90645874

        Frequency / GHz                Eps TangD/real
----------------------------------------------------------------------
             0.099999994                       8.5746098
               0.1068411                       8.0255718
              0.11415021                       7.5116897
              0.12195934                       7.0307117
              0.13030271                       6.5805306
              0.13921684                       6.1591749
              0.14874083                       5.7647991
              0.15891632                       5.3956757
              0.16978796                       5.0501871
              0.16996996                       5.0447793
              0.18140334                       4.7268205
              0.19381332                        4.424159
               0.2070723                       4.1408772
              0.22123833                       3.8757343
              0.23637347                       3.6275687
              0.23993993                       3.5736485
              0.25254402                        3.395293
              0.26982084                       3.1778903
              0.28827953                       2.9744079
              0.30800104                       2.7839549
              0.30990991                       2.7668073
               0.3290717                       2.6056964
              0.35158384                       2.4388521
              0.37563604                       2.2826908
              0.37987986                       2.2571898
              0.40133372                       2.1365287
              0.42878938                       1.9997253
              0.44984984                       1.9061048
               0.4581233                       1.8716817
              0.48946396                       1.7518368
               0.5198198                       1.6495349
              0.52294868                       1.6396655
              0.55872416                       1.5346767
              0.58978975                       1.4538417
              0.59694707                       1.4364104
              0.63778484                       1.3444362
               0.6597597                       1.2996564
              0.68141639                       1.2583511
              0.72803277                        1.177778
              0.72972971                       1.1750392
              0.77783817                       1.1023642
              0.79969966                       1.0722287
              0.83105093                       1.0317791
              0.86966968                      0.98596168
              0.88790399                      0.96571362
              0.93963957                      0.91254234
              0.94864637                      0.90387839
               1.0096096                      0.84929955
               1.0135443                      0.84600246
               1.0795795                      0.79425454
               1.0828819                      0.79183239
               1.1495495                      0.74591041
               1.1569629                      0.74113089
               1.2195195                      0.70311379
                1.236112                      0.69367576
               1.2894895                      0.66496158
               1.3206757                      0.64925927
               1.3594594                      0.63073671
               1.4110245                      0.60768682
               1.4294293                       0.5998624
               1.4993994                      0.57186961
               1.5075542                      0.56877625
               1.5693693                      0.54637295
               1.6106875                      0.53235716
               1.6393393                      0.52305275
               1.7093092                      0.50164181
               1.7208762                      0.49826998
               1.7792792                      0.48191479
               1.8386033                      0.46636543
               1.8492492                       0.4636806
               1.9192191                      0.44677594
                1.964384                      0.43650377
               1.9891891                      0.43106055
                2.059159                      0.41641316
               2.0987694                      0.40855414
               2.1291289                       0.4027285
               2.1990991                      0.38991466
               2.2423484                      0.38239416
                2.269069                      0.37789109
               2.3390388                      0.36658686
               2.3957498                      0.35790923
               2.4090087                       0.3559393
               2.4789791                      0.34589279
                2.548949                      0.33639786
               2.5596457                      0.33499208
               2.6189189                      0.32741028
               2.6888888                      0.31889045
               2.7347534                      0.31354231
               2.7588587                      0.31080279
               2.8288288                      0.30311519
               2.8987987                      0.29579872
               2.9218409                        0.293466
               2.9687686                      0.28882715
               3.0387385                      0.28217661
               3.1087086                      0.27582544
                3.121727                      0.27467519
               3.1786788                       0.2697539
               3.2486486                      0.26394391
               3.3186185                      0.25837889
               3.3352876                      0.25708756
               3.3885884                      0.25304371
               3.4585583                      0.24792437
               3.5285285                      0.24300809
                3.563458                      0.24062608
               3.5984983                      0.23828299
               3.6684685                      0.23373814
               3.7384384                      0.22936341
               3.8072379                      0.22521865
               3.8084083                      0.22514942
               3.8783784                       0.2210875
               3.9483483                      0.21716954
               4.0183182                      0.21338803
               4.0676951                      0.21079776
               4.0882883                      0.20973594
                4.158258                      0.20620677
               4.2282281                      0.20279439
               4.2981977                      0.19949313
               4.3459702                      0.19730024
               4.3681679                      0.19629762
                4.438138                      0.19320285
               4.5081081                      0.19020417
               4.5780783                      0.18729715
               4.6432824                      0.18466698
               4.6480479                      0.18447766
               4.7180181                      0.18174177
               4.7879877                      0.17908587
               4.8579578                      0.17650646
               4.9279275                      0.17400031
               4.9609342                      0.17284264
               4.9978976                      0.17156433
               5.0678673                      0.16919561
               5.1378379                      0.16689141
                5.207808                      0.16464913
               5.2777777                      0.16246629
               5.3003168                      0.16177541
               5.3477478                      0.16034058
               5.4177175                      0.15826978
               5.4876876                      0.15625179
               5.5576572                       0.1542846
               5.6276274                      0.15236633
               5.6629171                      0.15141684
               5.6975975                      0.15049519
               5.7675672                      0.14866944
               5.8375378                      0.14688745
               5.9075074                      0.14514768
               5.9774776                      0.14344864
               6.0474472                      0.14178891
                6.050323                      0.14172152
               6.1174173                      0.14016715
                6.187387                      0.13858208
               6.2573571                      0.13703245
               6.3273273                      0.13551709
               6.3972969                      0.13403489
                6.464232                      0.13264701
                6.467267                      0.13258475
               6.5372367                      0.13116565
               6.6072073                      0.12977661
                6.677177                      0.12841669
               6.7471471                      0.12708497
               6.8171172                      0.12578058
               6.8870869                       0.1245027
               6.9064565                      0.12415353
                6.957057                      0.12325053
               7.0270267                      0.12202329
               7.0969968                      0.12082025
               7.1669664                      0.11964071
               7.2369366                      0.11848397
               7.3069067                      0.11734938
               7.3768768                      0.11623631
               7.3789344                       0.1162039
                7.446847                      0.11514417
               7.5168166                      0.11407235
               7.5867867                      0.11302031
               7.6567564                      0.11198749
               7.7267265                      0.11097338
               7.7966962                      0.10997747
               7.8666663                      0.10899927
               7.8837347                      0.10876329
                7.936636                      0.10803833
               8.0066071                      0.10709418
               8.0765762                      0.10616639
               8.1465464                      0.10525454
               8.2165165                      0.10435821
               8.2864866                      0.10347702
               8.3564558                       0.1026106
                8.423069                      0.10179911
               8.4264259                      0.10175855
               8.4963961                      0.10092055
               8.5663662                      0.10009623
               8.6363363                     0.099285267
               8.7063055                     0.098487347
               8.7762756                     0.097702138
               8.8462458                     0.096929356
               8.9162159                     0.096168704
               8.9861851                     0.095419899
                  8.9993                     0.095280848
               9.0561552                     0.094682664
               9.1261263                     0.093956731
               9.1960964                     0.093241848
               9.2660666                     0.092537761
               9.3360357                     0.091844223
               9.4060059                     0.091161005
                9.475976                     0.090487882
               9.5459461                     0.089824624
               9.6149521                     0.089179955
               9.6159153                     0.089171015
               9.6858854                     0.088526852
               9.7558556                     0.087891929
               9.8258257                      0.08726605
               9.8957958                     0.086649016
                9.965765                     0.086040653
               10.035735                      0.08544077
               10.105705                     0.084849194
               10.175675                     0.084265754
               10.245645                     0.083690286
                10.27272                     0.083469704
               10.315615                     0.083122618
               10.385585                     0.082562603
               10.455555                     0.082010083
               10.525526                     0.081464909
               10.595495                     0.080926932
               10.665465                     0.080396019
               10.735435                     0.079872027
               10.805406                     0.079354815
               10.875376                     0.078844264
               10.945345                      0.07834024
               10.975488                     0.078125089
               11.015315                     0.077842616
               11.085285                      0.07735128
               11.155255                     0.076866105
               11.225224                     0.076386973
               11.295195                     0.075913779
               11.365165                     0.075446419
               11.435135                     0.074984774
               11.505105                     0.074528739
               11.575074                     0.074078225
               11.645044                     0.073633119
               11.715014                     0.073193334
               11.726333                     0.073122688
               11.784985                     0.072758764
               11.854954                     0.072329335
               11.924924                     0.071904935
               11.994895                     0.071485497
               12.064865                     0.071070917
               12.134835                      0.07066112
               12.204804                     0.070256017
               12.274775                     0.069855534
               12.344745                     0.069459595
               12.414715                     0.069068119
               12.484684                     0.068681031
               12.528543                     0.068440601
               12.554654                      0.06829825
