        Frequency / GHz                Eps'/real
               51.318016                              74
               51.387989                              74
               51.457958                              74
               51.527927                              74
               51.597897                              74
                51.66787                              74
               51.737835                              74
               51.807808                              74
               51.877777                              74
               51.947746                              74
               52.017715                              74
               52.087688                              74
               52.157654                              74
               52.227627                              74
               52.297596                              74
               52.367569                              74
               52.437534                              74
               52.507507                              74
               52.577477                              74
               52.647446                              74
               52.717415                              74
               52.787388                              74
               52.857353                              74
               52.927326                              74
               52.997295                              74
               53.067268                              74
               53.137234                              74
               53.207207                              74
               53.277176                              74
               53.347145                              74
               53.417114                              74
               53.487087                              74
               53.557053                              74
               53.627026                              74
               53.696995                              74
               53.721058                              74
               53.766964                              74
               53.836933                              74
               53.906906                              74
               53.976875                              74
               54.046844                              74
               54.116814                              74
               54.186787                              74
               54.256756                              74
               54.326725                              74
               54.396698                              74
               54.466663                              74
               54.536636                              74
               54.606606                              74
               54.676579                              74
               54.746544                              74
               54.816517                              74
               54.886486                              74
               54.956455                              74
               55.026424                              74
               55.096397                              74
               55.166363                              74
               55.236336                              74
               55.306305                              74
               55.376274                              74
               55.446243                              74
               55.516216                              74
               55.586185                              74
               55.656155                              74
               55.726124                              74
               55.796097                              74
               55.866062                              74
               55.936035                              74
               56.006004                              74
               56.075974                              74
               56.145943                              74
               56.215916                              74
               56.285881                              74
               56.355854                              74
               56.425823                              74
               56.495796                              74
               56.565762                              74
               56.635735                              74
               56.705704                              74
               56.775673                              74
               56.845642                              74
               56.915615                              74
                56.98558                              74
               57.055553                              74
               57.125526                              74
               57.195496                              74
               57.265465                              74
               57.335434                              74
               57.396172                              74
               57.405407                              74
               57.475372                              74
               57.545345                              74
               57.615314                              74
               57.685284                              74
               57.755253                              74
               57.825226                              74
               57.895191                              74
               57.965164                              74
               58.035133                              74
               58.105106                              74
               58.175072                              74
               58.245045                              74
               58.315014                              74
               58.384983                              74
               58.454952                              74
               58.524925                              74
               58.594891                              74
               58.664864                              74
               58.734833                              74
               58.804806                              74
               58.874771                              74
               58.944744                              74
               59.014713                              74
               59.084682                              74
               59.154652                              74
               59.224625                              74
                59.29459                              74
               59.364563                              74
               59.434532                              74
               59.504501                              74
               59.574471                              74
               59.644444                              74
               59.714413                              74
               59.784382                              74
               59.854351                              74
               59.924324                              74
               59.994293                              74
               60.064262                              74
               60.134235                              74
               60.204201                              74
               60.274174                              74
               60.344143                              74
               60.414116                              74
               60.484081                              74
               60.554054                              74
               60.624023                              74
               60.693993                              74
               60.763962                              74
               60.833935                              74
                 60.9039                              74
               60.973873                              74
               61.043842                              74
               61.113811                              74
               61.183781                              74
               61.253754                              74
               61.322704                              74
               61.323723                              74
               61.393692                              74
               61.463661                              74
               61.533634                              74
                 61.6036                              74
               61.673573                              74
               61.743542                              74
               61.813511                              74
                61.88348                              74
               61.953453                              74
               62.023418                              74
               62.093391                              74
               62.163361                              74
               62.233334                              74
               62.303299                              74
               62.373272                              74
               62.443241                              74
                62.51321                              74
               62.583179                              74
               62.653152                              74
               62.723118                              74
               62.793091                              74
               62.863064                              74
               62.933033                              74
               63.003002                              74
               63.072971                              74
               63.142944                              74
                63.21291                              74
               63.282883                              74
               63.352852                              74
               63.422821                              74
                63.49279                              74
               63.562763                              74
               63.632729                              74
               63.702702                              74
               63.772671                              74
               63.842644                              74
               63.912609                              74
               63.982582                              74
               64.052551                              74
                64.12252                              74
                64.19249                              74
               64.262459                              74
               64.332428                              74
               64.402405                              74
               64.472366                              74
               64.542343                              74
               64.612312                              74
               64.682281                              74
               64.752251                              74
                64.82222                              74
               64.892189                              74
               64.962158                              74
               65.032127                              74
               65.102104                              74
               65.172066                              74
               65.242043                              74
               65.312012                              74
               65.381981                              74
                65.45195                              74
               65.517853                              74
               65.521919                              74
               65.591888                              74
               65.661858                              74
               65.731834                              74
               65.801804                              74
               65.871773                              74
               65.941742                              74
               66.011711                              74
                66.08168                              74
               66.151649                              74
               66.221619                              74
               66.291588                              74
               66.361557                              74
               66.431534                              74
               66.501495                              74
               66.571472                              74
               66.641441                              74
               66.711411                              74
                66.78138                              74
               66.851349                              74
               66.921318                              74
               66.991287                              74
               67.061256                              74
               67.131233                              74
               67.201195                              74
               67.271172                              74
               67.341141                              74
                67.41111                              74
               67.481079                              74
               67.551048                              74
               67.621017                              74
               67.690987                              74
               67.760956                              74
               67.830933                              74
               67.900894                              74
               67.970871                              74
                68.04084                              74
               68.110809                              74
               68.180779                              74
               68.250748                              74
               68.320717                              74
               68.390686                              74
               68.460655                              74
               68.530632                              74
               68.600601                              74
                68.67057                              74
                68.74054                              74
               68.810509                              74
               68.880478                              74
               68.950447                              74
               69.020416                              74
               69.090393                              74
               69.160362                              74
               69.230331                              74
               69.300293                              74
                69.37027                              74
               69.440239                              74
               69.510208                              74
               69.580177                              74
               69.650154                              74
               69.720116                              74
               69.790085                              74
               69.860054                              74
               69.930031                              74
                      70                              74
                      70                              74

        Frequency / GHz                Eps''/real
----------------------------------------------------------------------
             0.099999994                       634.52112
               0.1068411                       593.89233
              0.11415021                       555.86505
              0.12195934                       520.27264
              0.13030271                       486.95926
              0.13921684                       455.77896
              0.14874083                       426.59515
              0.15891632                          399.28
              0.16978796                       373.71384
              0.16996996                       373.31366
              0.18140334                        349.7847
              0.19381332                       327.38776
               0.2070723                       306.42493
              0.22123833                       286.80435
              0.23637347                       268.44006
              0.23993993                       264.44998
              0.25254402                       251.25169
              0.26982084                       235.16388
              0.28827953                       220.10619
              0.30800104                       206.01265
              0.30990991                       204.74373
               0.3290717                       192.82153
              0.35158384                       180.47505
              0.37563604                       168.91911
              0.37987986                       167.03204
              0.40133372                       158.10312
              0.42878938                       147.97968
              0.44984984                       141.05176
               0.4581233                       138.50444
              0.48946396                       129.63593
               0.5198198                       122.06559
              0.52294868                       121.33525
              0.55872416                       113.56608
              0.58978975                       107.58428
              0.59694707                       106.29437
              0.63778484                       99.488274
               0.6597597                       96.174576
              0.68141639                       93.117973
              0.72803277                       87.155571
              0.72972971                       86.952896
              0.77783817                       81.574944
              0.79969966                       79.344925
              0.83105093                       76.351654
              0.86966968                       72.961166
              0.88790399                       71.462807
              0.93963957                       67.528137
              0.94864637                       66.887001
               1.0096096                       62.848167
               1.0135443                       62.604183
               1.0795795                       58.774837
               1.0828819                       58.595596
               1.1495495                       55.197372
               1.1569629                       54.843685
               1.2195195                       52.030418
                1.236112                       51.332008
               1.2894895                       49.207157
               1.3206757                       48.045189
               1.3594594                       46.674515
               1.4110245                       44.968822
               1.4294293                        44.38982
               1.4993994                       42.318352
               1.5075542                       42.089443
               1.5693693                       40.431599
               1.6106875                       39.394428
               1.6393393                       38.705906
               1.7093092                       37.121494
               1.7208762                       36.871979
               1.7792792                       35.661694
               1.8386033                       34.511044
               1.8492492                       34.312363
               1.9192191                        33.06142
                1.964384                       32.301277
               1.9891891                       31.898481
                2.059159                       30.814573
               2.0987694                       30.233007
               2.1291289                       29.801908
               2.1990991                       28.853685
               2.2423484                       28.297169
                2.269069                       27.963942
               2.3390388                       27.127428
               2.3957498                       26.485283
               2.4090087                       26.339508
               2.4789791                       25.596067
                2.548949                       24.893442
               2.5596457                       24.789413
               2.6189189                       24.228361
               2.6888888                       23.597893
               2.7347534                       23.202131
               2.7588587                       22.999405
               2.8288288                       22.430525
               2.8987987                       21.889105
               2.9218409                       21.716484
               2.9687686                       21.373209
               3.0387385                       20.881069
               3.1087086                       20.411083
                3.121727                       20.325964
               3.1786788                       19.961788
               3.2486486                       19.531849
               3.3186185                       19.120037
               3.3352876                       19.024481
               3.3885884                       18.725233
               3.4585583                       18.346403
               3.5285285                       17.982599
                3.563458                        17.80633
               3.5984983                       17.632942
               3.6684685                       17.296621
               3.7384384                       16.972893
               3.8072379                        16.66618
               3.8084083                       16.661058
               3.8783784                       16.360476
               3.9483483                       16.070545
               4.0183182                       15.790713
               4.0676951                       15.599034
               4.0882883                       15.520459
                4.158258                         15.2593
               4.2282281                       15.006785
               4.2981977                       14.762491
               4.3459702                       14.600218
               4.3681679                       14.526023
                4.438138                       14.297011
               4.5081081                       14.075109
               4.5780783                       13.859989
               4.6432824                       13.665357
               4.6480479                       13.651346
               4.7180181                       13.448892
               4.7879877                       13.252355
               4.8579578                       13.061479
               4.9279275                       12.876023
               4.9609342                       12.790356
               4.9978976                        12.69576
               5.0678673                       12.520475
               5.1378379                       12.349964
                5.207808                       12.184035
               5.2777777                       12.022506
               5.3003168                       11.971381
               5.3477478                       11.865203
               5.4177175                       11.711964
               5.4876876                       11.562632
               5.5576572                        11.41706
               5.6276274                       11.275108
               5.6629171                       11.204845
               5.6975975                       11.136643
               5.7675672                       11.001538
               5.8375378                       10.869671
               5.9075074                       10.740928
               5.9774776                       10.615199
               6.0474472                       10.492379
                6.050323                       10.487392
               6.1174173                        10.37237
                6.187387                       10.255074
               6.2573571                       10.140401
               6.3273273                       10.028265
               6.3972969                        9.918581
                6.464232                       9.8158779
                6.467267                       9.8112707
               6.5372367                       9.7062578
               6.6072073                       9.6034698
                6.677177                       9.5028353
               6.7471471                       9.4042873
               6.8171172                       9.3077631
               6.8870869                       9.2132006
               6.9064565                       9.1873608
                6.957057                       9.1205397
               7.0270267                       9.0297241
               7.0969968                       8.9406986
               7.1669664                       8.8534126
               7.2369366                       8.7678137
               7.3069067                       8.6838541
               7.3768768                       8.6014872
               7.3789344                       8.5990887
                7.446847                        8.520668
               7.5168166                       8.4413538
               7.5867867                       8.3635025
               7.6567564                       8.2870741
               7.7267265                       8.2120304
               7.7966962                       8.1383324
               7.8666663                       8.0659466
               7.8837347                       8.0484838
                7.936636                       7.9948363
               8.0066071                       7.9249697
               8.0765762                       7.8563128
               8.1465464                       7.7888355
               8.2165165                        7.722508
               8.2864866                          7.6573
               8.3564558                        7.593184
                8.423069                        7.533134
               8.4264259                       7.5301332
               8.4963961                       7.4681206
               8.5663662                       7.4071212
               8.6363363                       7.3471098
               8.7063055                       7.2880635
               8.7762756                       7.2299585
               8.8462458                       7.1727724
               8.9162159                       7.1164842
               8.9861851                       7.0610723
                  8.9993                       7.0507827
               9.0561552                       7.0065169
               9.1261263                       6.9527984
               9.1960964                       6.8998966
               9.2660666                       6.8477941
               9.3360357                       6.7964725
               9.4060059                       6.7459145
                9.475976                       6.6961031
               9.5459461                       6.6470218
               9.6149521                       6.5993166
               9.6159153                       6.5986552
               9.6858854                       6.5509872
               9.7558556                       6.5040026
               9.8258257                       6.4576874
               9.8957958                       6.4120274
                9.965765                       6.3670082
               10.035735                       6.3226171
               10.105705                       6.2788405
               10.175675                       6.2356658
               10.245645                       6.1930809
                10.27272                       6.1767583
               10.315615                       6.1510739
               10.385585                       6.1096325
               10.455555                       6.0687461
               10.525526                       6.0284033
               10.595495                       5.9885931
               10.665465                       5.9493055
               10.735435                       5.9105301
               10.805406                       5.8722568
               10.875376                       5.8344755
               10.945345                       5.7971778
               10.975488                       5.7812567
               11.015315                       5.7603536
               11.085285                       5.7239947
               11.155255                       5.6880913
               11.225224                       5.6526361
               11.295195                         5.61762
               11.365165                        5.583035
               11.435135                       5.5488729
               11.505105                       5.5151267
               11.575074                       5.4817886
               11.645044                       5.4488506
               11.715014                       5.4163065
               11.726333                       5.4110789
               11.784985                       5.3841486
               11.854954                       5.3523707
               11.924924                       5.3209653
               11.994895                       5.2899265
               12.064865                       5.2592478
               12.134835                       5.2289228
               12.204804                       5.1989455
               12.274775                       5.1693096
               12.344745                       5.1400099
               12.414715                       5.1110406
               12.484684                        5.082396
               12.528543                       5.0646043
               12.554654                       5.0540709
               12.624624                       5.0260592
               12.694594                       4.9983568
               12.764565                       4.9709578
               12.834534                       4.9438577
               12.904504                       4.9170513
               12.974474                       4.8905344
               13.044444                       4.8643017
               13.114413                       4.8383489
               13.184383                       4.8126717
               13.254354                       4.7872653
               13.324324                        4.762126
               13.385633                       4.7403145
               13.394295                       4.7372494
               13.464264                       4.7126312
               13.534234                       4.6882677
               13.604204                       4.6641545
               13.674174                       4.6402884
               13.744144                       4.6166654
               13.814114                       4.5932813
               13.884084                       4.5701332
               13.954054                       4.5472169
               14.024024                       4.5245295
               14.093993                       4.5020676
               14.163963                       4.4798274
               14.233933                       4.4578056
               14.301358                        4.436789
               14.303904                       4.4359999
               14.373874                       4.4144058
               14.443843                       4.3930211
               14.513813                       4.3718429
               14.583783                       4.3508677
               14.653753                       4.3300929
               14.723722                       4.3095155
               14.793693                       4.2891326
               14.863664                       4.2689419
               14.933634                         4.24894
               15.003604                        4.229125
               15.073573                       4.2094936
               15.143543                       4.1900439
               15.213513                        4.170773
               15.279729                       4.1526985
               15.283484                       4.1516786
               15.353453                       4.1327581
               15.423423                       4.1140099
               15.493393                       4.0954304
               15.563363                       4.0770178
               15.633333                       4.0587707
               15.703302                       4.0406857
               15.773273                       4.0227613
               15.843243                       4.0049953
               15.913213                       3.9873853
               15.983182                       3.9699297
               16.053152                       3.9526262
               16.123123                       3.9354727
               16.193092                       3.9184678
               16.263063                       3.9016089
               16.325031                       3.8867989
               16.333033                       3.8848946
               16.403004                       3.8683228
               16.472973                        3.851892
               16.542942                       3.8356001
               16.612913                       3.8194454
               16.682882                        3.803426
               16.752853                       3.7875407
               16.822823                       3.7717874
               16.892792                       3.7561648
               16.962763                       3.7406709
               17.032732                       3.7253044
               17.102701                       3.7100635
               17.172672                       3.6949468
               17.242641                       3.6799529
               17.312613                       3.6650801
               17.382582                       3.6503272
               17.441843                       3.6379247
               17.452551                       3.6356924
               17.522522                       3.6211746
               17.592491                       3.6067722
               17.662462                        3.592484
               17.732431                       3.5783083
               17.802401                       3.5642443
               17.872372                       3.5502903
               17.942341                       3.5364454
               18.012312                       3.5227077
               18.082281                       3.5090766
                18.15225                       3.4955504
               18.222221                       3.4821281
               18.292191                       3.4688087
                18.36216                       3.4555905
               18.432133                       3.4424727
               18.502102                       3.4294543
               18.572073                       3.4165339
               18.635059                       3.4049859
               18.642042                       3.4037104
               18.712011                       3.3909829
               18.781982                       3.3783503
               18.851952                       3.3658113
               18.921923                       3.3533652
               18.991892                       3.3410106
               19.061861                       3.3287468
               19.131832                       3.3165727
               19.201801                       3.3044875
               19.271772                       3.2924898
               19.341742                       3.2805791
               19.411711                       3.2687542
               19.481682                        3.257014
               19.551651                       3.2453582
               19.621622                       3.2337854
               19.691591                       3.2222948
                19.76156                       3.2108855
               19.831532                       3.1995568
               19.901501                       3.1883078
               19.909903                       3.1869626
                19.97147                       3.1771376
               20.041441                       3.1660454
                20.11141                       3.1550303
               20.181381                       3.1440916
                20.25135                       3.1332285
                20.32132                       3.1224403
               20.391291                        3.111726
                20.46126                       3.1010852
               20.531231                       3.0905168
                 20.6012                         3.08002
               20.671169                       3.0695944
                20.74114                       3.0592391
                20.81111                       3.0489535
               20.881081                       3.0387371
                20.95105                       3.0285885
               21.021019                       3.0185077
                21.09099                       3.0084937
               21.160959                       2.9985459
               21.230928                       2.9886637
               21.271959                       2.9828994
               21.300901                       2.9788465
               21.370871                       2.9690936
               21.440842                       2.9594042
               21.510811                       2.9497778
                21.58078                       2.9402139
               21.650751                        2.930712
                21.72072                       2.9212711
               21.790691                       2.9118907
               21.860661                       2.9025707
                21.93063                       2.8933101
               22.000601                       2.8841083
                22.07057                       2.8749647
               22.140541                       2.8658791
                22.21051                       2.8568506
               22.280479                       2.8478789
               22.350451                       2.8389635
                22.42042                       2.8301036
               22.490391                       2.8212988
                22.56036                       2.8125486
               22.630329                       2.8038528
                 22.7003                       2.7952104
               22.727196                       2.7919025
               22.770269                       2.7866211
               22.840239                       2.7780843
                22.91021                       2.7695997
               22.980179                       2.7611668
                23.05015                       2.7527852
               23.120119                       2.7444544
               23.190088                       2.7361736
               23.260059                       2.7279427
               23.330029                       2.7197614
                    23.4                       2.7116287
               23.469969                       2.7035446
               23.539938                       2.6955087
               23.609909                       2.6875203
               23.679878                       2.6795793
               23.749849                       2.6716847
               23.819818                       2.6638367
               23.889788                       2.6560347
               23.959759                       2.6482782
               24.029728                       2.6405671
               24.099697                       2.6329005
                24.16967                       2.6252785
               24.239639                       2.6177003
               24.281986                       2.6131351
                24.30961                       2.6101658
                24.37958                       2.6026747
               24.449549                       2.5952263
                24.51952                       2.5878203
               24.589489                       2.5804567
                24.65946                       2.5731347
               24.729429                       2.5658543
               24.799398                        2.558615
                24.86937                       2.5514162
               24.939339                       2.5442579
                25.00931                       2.5371397
               25.079279                       2.5300612
               25.149248                       2.5230222
               25.219219                       2.5160222
               25.289188                       2.5090609
               25.359159                       2.5021379
               25.429129                       2.4952531
               25.499098                       2.4884059
               25.569069                       2.4815965
               25.639038                       2.4748242
               25.709007                       2.4680886
               25.778978                       2.4613898
               25.848948                       2.4547269
               25.918919                       2.4481003
               25.943142                       2.4458144
               25.988888                       2.4415092
               26.058857                       2.4349537
               26.128828                       2.4284332
               26.198797                       2.4219475
               26.268768                       2.4154963
               26.338737                       2.4090793
               26.408707                       2.4026966
               26.478678                       2.3963473
               26.548647                       2.3900318
               26.618618                       2.3837492
               26.688587                       2.3774998
               26.758556                       2.3712828
               26.828527                       2.3650985
               26.898497                       2.3589463
               26.968466                       2.3528259
               27.038439                       2.3467374
               27.108408                       2.3406801
               27.178379                       2.3346541
               27.248348                       2.3286591
               27.318317                       2.3226948
               27.388288                       2.3167608
               27.458258                       2.3108571
               27.528229                       2.3049836
               27.598198                       2.2991397
               27.668167                       2.2933254
               27.717937                       2.2892075
               27.738138                       2.2875404
               27.808107                       2.2817845
               27.878078                       2.2760577
               27.948048                       2.2703593
               28.018017                       2.2646894
               28.087988                        2.259048
               28.157957                       2.2534344
               28.227928                       2.2478487
               28.297897                       2.2422907
               28.367867                       2.2367601
               28.437838                       2.2312565
               28.507807                       2.2257802
               28.577776                       2.2203305
               28.647747                       2.2149076
               28.717716                        2.209511
               28.787687                       2.2041407
               28.857656                       2.1987963
               28.927626                       2.1934779
               28.997597                       2.1881852
               29.067566                       2.1829178
               29.137537                        2.177676
               29.207506                       2.1724591
               29.277475                       2.1672671
               29.347446                       2.1620998
               29.417416                       2.1569574
               29.487387                        2.151839
               29.557356                       2.1467452
               29.614151                        2.142628
               29.627325                       2.1416752
               29.697296                       2.1366291
               29.767265                       2.1316068
               29.837234                       2.1266081
               29.907207                       2.1216328
               29.977177                       2.1166806
               30.047148                       2.1117516
