        Frequency / GHz                S1,1/abs,linear                S1,1/arg,degrees
               4.5735998                        0.821367                       194.79836
               4.6434999                      0.82316407                       194.50577
               4.7133999                      0.82484548                       194.21811
               4.7832999                      0.82641559                       193.93607
                  4.8532                      0.82788148                       193.66028
                  4.9231                      0.82925305                       193.39133
                   4.993                        0.830542                       193.12952
               5.0629001                       0.8317613                       192.87507
               5.1327996                       0.8329246                       192.62794
               5.2026997                      0.83404511                       192.38791
               5.2725997                      0.83513518                       192.15458
               5.3424997                      0.83620547                       191.92736
               5.4123998                      0.83726426                       191.70563
               5.4822998                      0.83831785                       191.48859
               5.5521998                      0.83936946                       191.27545
               5.6220999                       0.8404197                       191.06546
               5.6919999                      0.84146676                       190.85788
               5.7618999                      0.84250681                       190.65213
               5.8317995                      0.84353403                        190.4477
                  5.9017                      0.84454176                       190.24425
               5.9715996                       0.8455225                       190.04159
               6.0415001                      0.84646914                        189.8397
               6.1113997                      0.84737497                       189.63872
               6.1813002                      0.84823448                       189.43885
               6.2511997                      0.84904361                       189.24048
               6.3210998                      0.84980026                       189.04394
               6.3909998                      0.85050404                       188.84972
               6.4608998                      0.85115673                       188.65819
               6.5307999                      0.85176164                       188.46977
               6.6006999                      0.85232389                       188.28474
               6.6705999                      0.85284964                       188.10335
                  6.7405                      0.85334579                       187.92569
               6.8103995                      0.85381964                       187.75175
                  6.8803                      0.85427821                       187.58144
               6.9501996                      0.85472809                       187.41449
               7.0201001                      0.85517474                       187.25062
               7.0899997                      0.85562257                       187.08943
               7.1599002                      0.85607405                       186.93049
               7.2297997                      0.85653057                       186.77336
               7.2996998                      0.85699152                       186.61759
               7.3695998                      0.85745514                        186.4628
               7.4394994                      0.85791819                       186.30866
               7.5093999                      0.85837675                        186.1549
               7.5792994                      0.85882604                       186.00135
                  7.6492                      0.85926119                       185.84798
               7.7190995                      0.85967747                       185.69476
                   7.789                      0.86007048                       185.54182
               7.8588996                      0.86043691                       185.38934
               7.9288001                      0.86077413                       185.23758
               7.9986997                      0.86108098                       185.08676
               8.0685997                      0.86135748                       184.93721
               8.1385002                      0.86160483                       184.78916
               8.2083998                      0.86182535                       184.64287
               8.2783003                      0.86202224                       184.49852
               8.3481998                      0.86219964                       184.35625
               8.4181004                      0.86236181                       184.21609
               8.4879999                      0.86251319                       184.07805
               8.5578995                      0.86265808                         183.942
                  8.6278                      0.86280039                       183.80781
               8.6977005                      0.86294319                       183.67527
               8.7675991                      0.86308861                       183.54408
               8.8374996                      0.86323794                         183.414
               8.9074001                      0.86339128                       183.28476
               8.9773006                      0.86354774                       183.15605
               9.0471992                      0.86370562                       183.02767
               9.1170998                       0.8638624                       182.89941
               9.1870003                      0.86401499                       182.77114
               9.2568989                         0.86416                       182.64277
               9.3267994                      0.86429409                       182.51431
               9.3966999                      0.86441393                       182.38581
               9.4666004                      0.86451694                       182.25736
                9.536499                      0.86460076                       182.12909
               9.6063995                      0.86466424                        182.0012
                  9.6763                      0.86470659                       181.87388
               9.7461996                      0.86472822                       181.74735
               9.8160992                      0.86473025                       181.62174
               9.8859997                       0.8647145                       181.49723
               9.9559002                      0.86468343                       181.37393
                 10.0258                      0.86463968                       181.25193
               10.095699                      0.86458647                       181.13121
                 10.1656                      0.86452665                       181.01176
               10.235499                      0.86446306                       180.89349
                 10.3054                      0.86439794                       180.77627
               10.375299                      0.86433315                       180.65994
                 10.4452                      0.86426975                       180.54432
                 10.5151                      0.86420804                       180.42925
                  10.585                       0.8641478                       180.31447
                 10.6549                      0.86408801                       180.19986
                 10.7248                      0.86402697                       180.08525
                 10.7947                      0.86396265                       179.97053
                 10.8646                      0.86389267                       179.85565
                 10.9345                      0.86381457                       179.74057
               11.004399                      0.86372595                        179.6253
                 11.0743                      0.86362458                       179.50992
                 11.1442                      0.86350864                        179.3945
                 11.2141                      0.86337675                       179.27918
               11.283999                       0.8632284                       179.16408
                 11.3539                      0.86306333                       179.04938
                 11.4238                      0.86288202                       178.93518
               11.493699                      0.86268562                       178.82162
                 11.5636                      0.86247552                        178.7088
                 11.6335                      0.86225379                        178.5968
                 11.7034                      0.86202235                       178.48565
               11.773299                      0.86178335                       178.37531
                 11.8432                      0.86153893                       178.26577
                 11.9131                      0.86129084                       178.15694
               11.982999                      0.86104051                       178.04872
               12.052899                      0.86078889                       177.94099
                 12.1228                      0.86053644                       177.83364
                 12.1927                      0.86028317                       177.72646
               12.262599                      0.86002848                       177.61933
                 12.3325                       0.8597712                       177.51222
                 12.4024                      0.85950985                       177.40492
                 12.4723                      0.85924291                       177.29749
               12.542199                      0.85896837                       177.18977
                 12.6121                      0.85868439                       177.08189
                  12.682                      0.85838925                        176.9738
                 12.7519                      0.85808138                       176.86558
               12.821799                      0.85775961                       176.75731
                 12.8917                      0.85742323                       176.64916
               12.961599                      0.85707176                       176.54112
                 13.0315                      0.85670552                       176.43339
               13.101399                      0.85632509                       176.32604
                 13.1713                      0.85593141                        176.2192
               13.241199                      0.85552564                       176.11287
               13.311099                      0.85510953                       176.00709
                  13.381                      0.85468433                       175.90194
                 13.4509                      0.85425185                       175.79738
                 13.5208                      0.85381337                       175.69331
               13.590699                      0.85337016                       175.58967
                 13.6606                      0.85292299                       175.48643
               13.730499                      0.85247227                       175.38347
                 13.8004                      0.85201817                       175.28062
               13.870299                      0.85156035                       175.17791
                 13.9402                      0.85109811                       175.07511
               14.010099                      0.85063036                       174.97221
                   14.08                      0.85015588                       174.86916
               14.149899                      0.84967319                       174.76591
               14.219799                      0.84918094                       174.66246
                 14.2897                       0.8486775                       174.55885
                 14.3596                      0.84816178                        174.4551
                 14.4295                      0.84763258                       174.35128
               14.499399                      0.84708922                       174.24745
                 14.5693                      0.84653135                       174.14375
                 14.6392                      0.84595883                       174.04018
               14.709099                      0.84537196                        173.9369
               14.778999                      0.84477139                         173.834
                 14.8489                      0.84415801                       173.73147
                 14.9188                      0.84353282                       173.62941
               14.988699                      0.84289697                       173.52779
               15.058599                      0.84225173                       173.42665
                 15.1285                      0.84159815                       173.32597
                 15.1984                      0.84093732                       173.22569
               15.268299                      0.84026984                       173.12572
                 15.3382                      0.83959607                       173.02604
                 15.4081                      0.83891645                       172.92653
               15.477999                      0.83823056                       172.82714
               15.547899                      0.83753806                       172.72777
                 15.6178                       0.8368381                        172.6284
                 15.6877                      0.83612988                       172.52892
               15.757599                      0.83541212                       172.42937
               15.827499                       0.8346837                       172.32969
                 15.8974                       0.8339435                       172.22993
               15.967299                      0.83319041                       172.13009
               16.037199                      0.83242346                       172.03026
                 16.1071                      0.83164196                       171.93047
                  16.177                      0.83084557                       171.83076
               16.246899                      0.83003403                       171.73127
               16.316799                      0.82920743                       171.63203
                 16.3867                      0.82836619                       171.53316
               16.456598                      0.82751095                       171.43471
               16.526499                      0.82664236                       171.33665
               16.596399                       0.8257615                       171.23909
                 16.6663                      0.82486913                       171.14198
               16.736198                      0.82396629                       171.04537
               16.806099                      0.82305358                        170.9492
               16.875999                      0.82213184                       170.85344
                 16.9459                      0.82120142                       170.75804
               17.015799                      0.82026255                       170.66292
               17.085699                      0.81931509                       170.56806
                 17.1556                      0.81835875                       170.47334
                 17.2255                      0.81739304                        170.3788
               17.295401                      0.81641724                       170.28435
               17.365299                      0.81543044                       170.18999
                 17.4352                      0.81443171                       170.09563
               17.505098                      0.81342011                       170.00139
               17.574999                      0.81239481                       169.90727
               17.644899                       0.8113548                       169.81327
                 17.7148                      0.81029963                       169.71947
                 17.7847                      0.80922882                       169.62593
               17.854599                      0.80814218                       169.53273
                 17.9245                      0.80703962                       169.43992
                 17.9944                      0.80592152                       169.34758
               18.064299                      0.80478821                       169.25578
               18.134199                      0.80364037                       169.16457
                 18.2041                      0.80247866                       169.07396
                  18.274                      0.80130385                       168.98399
               18.343899                      0.80011672                       168.89464
               18.413799                      0.79891798                       168.80593
                 18.4837                      0.79770809                       168.71785
                 18.5536                      0.79648763                       168.63033
               18.623499                      0.79525679                       168.54332
               18.693399                      0.79401564                       168.45684
                 18.7633                      0.79276404                       168.37078
               18.833199                      0.79150151                       168.28517
               18.903099                       0.7902276                       168.19994
                  18.973                      0.78894172                        168.1151
                 19.0429                      0.78764308                       168.03062
               19.112801                      0.78633086                       167.94651
               19.182699                       0.7850045                       167.86284
                 19.2526                      0.78366319                       167.77958
               19.322498                       0.7823065                       167.69688
               19.392399                      0.78093395                       167.61473
               19.462299                      0.77954551                       167.53319
                 19.5322                      0.77814099                       167.45238
                 19.6021                      0.77672081                       167.37236
               19.672001                      0.77528505                       167.29314
               19.741899                      0.77383453                       167.21482
               19.811798                      0.77236968                       167.13746
               19.881699                      0.77089123                       167.06105
               19.951599                      0.76939999                       166.98567
                 20.0215                       0.7678965                       166.91124
                 20.0914                      0.76638144                       166.83781
               20.161301                      0.76485524                       166.76537
               20.231199                      0.76331834                        166.6939
               20.301098                       0.7617708                       166.62334
               20.370998                      0.76021271                       166.55366
               20.440899                      0.75864388                       166.48488
               20.510799                      0.75706395                         166.417
                 20.5807                      0.75547253                       166.34993
                 20.6506                      0.75386922                       166.28377
               20.720501                       0.7522534                       166.21846
               20.790398                      0.75062462                       166.15407
               20.860298                      0.74898233                       166.09066
               20.930199                       0.7473262                       166.02824
               21.000099                      0.74565598                       165.96691
                   21.07                      0.74397156                       165.90669
                 21.1399                      0.74227301                       165.84773
               21.209801                      0.74056075                       165.79006
               21.279701                      0.73883494                       165.73372
               21.349598                      0.73709621                       165.67882
               21.419498                      0.73534533                       165.62541
               21.489399                      0.73358288                       165.57353
               21.559299                      0.73180962                       165.52318
                 21.6292                      0.73002636                       165.47448
                 21.6991                      0.72823382                       165.42729
               21.769001                      0.72643252                       165.38177
               21.838898                      0.72462296                       165.33775
               21.908798                       0.7228056                       165.29539
               21.978699                       0.7209807                       165.25456
               22.048599                      0.71914819                       165.21526
                 22.1185                      0.71730814                       165.17754
                 22.1884                      0.71546036                       165.14137
               22.258301                       0.7136047                       165.10677
               22.328199                      0.71174086                       165.07375
               22.398098                      0.70986854                       165.04232
               22.467999                      0.70798765                       165.01259
               22.537899                      0.70609807                       164.98457
                 22.6078                      0.70419963                       164.95833
                 22.6777                      0.70229256                       164.93398
               22.747601                      0.70037707                       164.91152
               22.817499                      0.69845357                       164.89112
                 22.8874                      0.69652263                       164.87279
               22.957298                      0.69458479                       164.85662
               23.027199                      0.69264096                       164.84263
               23.097099                      0.69069197                       164.83095
                  23.167                      0.68873875                       164.82155
                 23.2369                      0.68678208                       164.81453
               23.306799                      0.68482294                       164.80983
               23.376699                        0.682862                       164.80748
                 23.4466                      0.68090015                       164.80748
               23.516499                      0.67893788                       164.80986
               23.586399                       0.6769757                       164.81463
                 23.6563                      0.67501397                        164.8217
                 23.7262                      0.67305301                        164.8311
               23.796099                      0.67109285                       164.84288
               23.865999                      0.66913362                       164.85697
                 23.9359                      0.66717557                       164.87346
               24.005798                      0.66521843                       164.89231
               24.075699                      0.66326262                       164.91362
               24.145599                      0.66130802                       164.93742
                 24.2155                      0.65935493                       164.96378
               24.285398                      0.65740369                       164.99272
               24.355299                      0.65545479                       165.02434
                 24.4252                      0.65350883                        165.0587
                 24.4951                      0.65156651                       165.09584
               24.564999                       0.6496286                       165.13585
               24.634899                      0.64769618                       165.17876
                 24.7048                       0.6457702                       165.22463
               24.774698                      0.64385165                       165.27345
               24.844599                       0.6419416                       165.32527
               24.914499                      0.64004111                       165.38008
                 24.9844                      0.63815114                       165.43788
                 25.0543                       0.6362726                       165.49862
               25.124199                      0.63440627                       165.56233
               25.194099                      0.63255274                       165.62898
                  25.264                      0.63071275                       165.69853
               25.333899                       0.6288866                       165.77093
               25.403799                      0.62707493                        165.8462
                 25.4737                      0.62527769                       165.92429
                 25.5436                      0.62349538                        166.0052
               25.613501                      0.62172825                       166.08895
               25.683399                      0.61997639                       166.17553
                 25.7533                      0.61824026                       166.26492
               25.823198                      0.61652013                       166.35721
               25.893099                      0.61481651                       166.45238
               25.962999                      0.61312993                       166.55048
                 26.0329                      0.61146104                       166.65152
                 26.1028                      0.60981071                       166.75552
               26.172701                      0.60817967                       166.86252
               26.242599                      0.60656901                       166.97252
               26.312498                      0.60497957                       167.08551
               26.382399                      0.60341243                       167.20148
               26.452299                      0.60186869                       167.32039
                 26.5222                      0.60034917                       167.44221
                 26.5921                      0.59885503                       167.56691
               26.662001                      0.59738691                        167.6944
               26.731899                      0.59594561                       167.82461
               26.801798                      0.59453173                       167.95748
               26.871698                      0.59314583                       168.09295
               26.941599                      0.59178835                        168.2309
               27.011499                      0.59045944                       168.37131
                 27.0814                      0.58915955                       168.51406
                 27.1513                      0.58788863                       168.65912
               27.221201                      0.58664697                       168.80642
               27.291098                      0.58543458                       168.95593
               27.360998                      0.58425169                       169.10761
               27.430899                      0.58309856                       169.26138
               27.500799                      0.58197528                       169.41727
                 27.5707                      0.58088238                       169.57523
                 27.6406                      0.57982014                        169.7352
               27.710501                      0.57878917                       169.89719
               27.780397                      0.57779002                       170.06115
               27.850298                      0.57682331                       170.22702
               27.920198                      0.57588963                       170.39474
               27.990099                      0.57498981                       170.56427
               28.059999                      0.57412439                        170.7355
                 28.1299                      0.57329409                       170.90836
                 28.1998                      0.57249928                       171.08273
               28.269699                      0.57174048                       171.25846
               28.339598                      0.57101809                       171.43551
               28.409498                      0.57033227                       171.61374
               28.479399                      0.56968321                         171.793
               28.549299                      0.56907077                       171.97321
                 28.6192                      0.56849494                       172.15421
                 28.6891                      0.56795545                       172.33591
               28.758999                      0.56745205                       172.51822
               28.828899                      0.56698452                       172.70108
               28.898798                      0.56655255                        172.8843
               28.968699                      0.56615573                       173.06797
               29.038599                      0.56579387                       173.25186
                 29.1085                      0.56546682                       173.43601
                 29.1784                      0.56517431                       173.62033
               29.248299                      0.56491644                       173.80478
               29.318199                      0.56469313                       173.98929
                 29.3881                      0.56450435                        174.1738
               29.457998                       0.5643503                       174.35825
               29.527899                       0.5642311                       174.54258
               29.597799                      0.56414677                       174.72665
                 29.6677                      0.56409773                       174.91043
               29.737598                       0.5640837                       175.09377
               29.807499                      0.56410486                       175.27665
               29.877399                      0.56416105                       175.45889
               29.947298                      0.56425223                       175.64041
               30.017199                      0.56437799                       175.82104
               30.087099                      0.56453797                       176.00073
                  30.157                      0.56473177                       176.17938
                 30.2269                      0.56495877                       176.35687
               30.296799                      0.56521825                       176.53309
               30.366699                      0.56550953                       176.70795
                 30.4366                      0.56583204                       176.88144
               30.506498                      0.56618484                       177.05346
               30.576399                       0.5665674                       177.22397
               30.646299                      0.56697898                       177.39291
                 30.7162                      0.56741894                       177.56028
               30.786098                      0.56788687                       177.72605
               30.855999                      0.56838212                       177.89014
                 30.9259                      0.56890445                       178.05256
                 30.9958                      0.56945346                       178.21331
               31.065699                      0.57002895                       178.37232
               31.135599                      0.57063058                       178.52958
                 31.2055                      0.57125825                       178.68503
               31.275398                      0.57191164                       178.83862
               31.345299                      0.57259045                        178.9903
               31.415199                      0.57329448                       179.14005
                 31.4851                      0.57402331                       179.28776
                  31.555                      0.57477656                       179.43338
               31.624899                       0.5755535                       179.57684
               31.694799                      0.57635379                       179.71811
               31.764698                      0.57717664                       179.85712
               31.834599                      0.57802117                       179.99381
               31.904499                      0.57888676                       180.12814
                 31.9744                      0.57977249                       180.26013
                 32.0443                      0.58067753                       180.38971
               32.114201                      0.58160103                       180.51688
               32.184101                      0.58254223                       180.64164
               32.253998                      0.58350028                       180.76401
               32.323898                      0.58447462                       180.88397
               32.393799                      0.58546458                       181.00159
               32.463699                      0.58646966                       181.11683
                 32.5336                      0.58748931                       181.22973
                 32.6035                      0.58852324                       181.34034
               32.673401                      0.58957107                       181.44861
               32.743298                      0.59063258                       181.55463
               32.813198                      0.59170739                       181.65832
               32.883099                      0.59279535                       181.75977
               32.952999                      0.59389617                       181.85886
                 33.0229                      0.59500959                       181.95566
                 33.0928                      0.59613512                        182.0501
               33.162701                      0.59727252                       182.14222
               33.232597                       0.5984212                       182.23196
               33.302498                      0.59958067                       182.31931
               33.372398                      0.60075035                       182.40426
               33.442299                      0.60192948                       182.48685
               33.512199                      0.60311756                       182.56698
                 33.5821                      0.60431363                       182.64474
                  33.652                      0.60551709                       182.72009
               33.721897                      0.60672722                       182.79309
               33.791798                      0.60794334                       182.86377
               33.861698                      0.60916494                       182.93213
               33.931599                      0.61039131                       182.99823
               34.001499                      0.61162207                       183.06208
                 34.0714                      0.61285679                       183.12378
                 34.1413                       0.6140952                       183.18335
               34.211201                      0.61533696                       183.24081
               34.281097                       0.6165819                        183.2962
               34.350998                      0.61782992                       183.34957
               34.420898                      0.61908084                       183.40094
               34.490799                      0.62033457                       183.45032
               34.560699                      0.62159107                       183.49768
               34.630596                      0.62284999                       183.54311
                 34.7005                      0.62411136                       183.58658
               34.770397                      0.62537476                       183.62806
               34.840302                      0.62664005                       183.66757
               34.910198                      0.62790672                       183.70511
               34.980099                       0.6291744                        183.7407
               35.049999                      0.63044267                       183.77432
               35.119896                        0.631711                       183.80604
                 35.1898                      0.63297887                       183.83579
               35.259697                      0.63424568                       183.86361
               35.329601                        0.635511                       183.88962
               35.399498                      0.63677423                       183.91372
               35.469398                      0.63803506                       183.93607
               35.539299                      0.63929305                       183.95663
               35.609196                       0.6405479                       183.97549
                 35.6791                      0.64179932                       183.99271
               35.748997                      0.64304727                       184.00826
               35.818901                      0.64429157                       184.02225
               35.888798                      0.64553221                        184.0347
               35.958698                      0.64676911                       184.04565
               36.028599                      0.64800235                       184.05512
               36.098499                      0.64923195                       184.06311
                 36.1684                      0.65045807                       184.06964
               36.238297                      0.65168051                       184.07476
               36.308201                      0.65289939                       184.07842
               36.378098                      0.65411458                       184.08069
               36.448002                      0.65532583                       184.08148
               36.517899                      0.65653312                       184.08087
               36.587799                       0.6577361                       184.07886
                 36.6577                      0.65893439                       184.07545
               36.727596                      0.66012777                       184.07056
               36.797501                      0.66131579                       184.06433
               36.867397                      0.66249808                       184.05673
               36.937302                      0.66367427                       184.04776
               37.007198                      0.66484403                       184.03751
               37.077099                      0.66600697                       184.02594
               37.146999                      0.66716296                       184.01313
                 37.2169                      0.66831172                       183.99914
                 37.2868                      0.66945313                       183.98398
               37.356697                      0.67058724                       183.96768
               37.426601                      0.67171389                       183.95029
               37.496498                      0.67283324                       183.93189
               37.566399                      0.67394534                       183.91241
               37.636299                      0.67505043                       183.89197
                 37.7062                       0.6761486                       183.87054
                 37.7761                      0.67723986                       183.84811
               37.845997                      0.67832457                       183.82474
               37.915901                      0.67940259                       183.80038
               37.985798                      0.68047407                       183.77508
               38.055698                      0.68153884                       183.74881
               38.125599                      0.68259697                       183.72159
               38.195499                      0.68364823                       183.69339
                 38.2654                      0.68469242                       183.66419
               38.335297                      0.68572932                       183.63404
               38.405201                      0.68675865                       183.60296
               38.475098                      0.68778005                       183.57093
               38.544998                       0.6887933                       183.53794
               38.614899                      0.68979817                       183.50406
               38.684799                      0.69079434                       183.46934
                 38.7547                      0.69178164                       183.43372
                 38.8246                      0.69275995                        183.3973
               38.894501                       0.6937292                       183.36011
               38.964397                      0.69468937                       183.32217
               39.034298                      0.69564056                       183.28354
               39.104198                      0.69658278                       183.24417
               39.174099                      0.69751635                       183.20419
               39.243999                      0.69844134                       183.16355
                 39.3139                      0.69935791                       183.12222
               39.383801                      0.70026635                       183.08036
               39.453697                      0.70116672                       183.03782
               39.523598                      0.70205932                       182.99466
               39.593498                      0.70294415                        182.9509
               39.663399                      0.70382124                        182.9065
               39.733299                      0.70469051                       182.86145
                 39.8032                      0.70555203                        182.8158
                 39.8731                      0.70640558                       182.76945
               39.943001                      0.70725091                       182.72244
               40.012897                        0.708088                       182.67483
               40.082798                      0.70891637                       182.62656
               40.152699                      0.70973594                       182.57767
               40.222599                      0.71054643                       182.52813
                 40.2925                      0.71134765                       182.47803
                 40.3624                       0.7121394                       182.42736
               40.432301                      0.71292163                       182.37614
               40.502197                       0.7136942                       182.32438
               40.572098                      0.71445722                       182.27215
               40.641998                      0.71521072                       182.21948
               40.711899                      0.71595476                       182.16633
               40.781799                      0.71668965                       182.11279
                 40.8517                      0.71741543                       182.05881
                 40.9216                      0.71813251                       182.00445
               40.991497                      0.71884089                       181.94971
               41.061398                      0.71954091                       181.89459
               41.131298                       0.7202326                       181.83905
               41.201199                      0.72091626                       181.78314
               41.271099                      0.72159189                       181.72683
                  41.341                      0.72225942                       181.67007
                 41.4109                      0.72291896                       181.61294
               41.480797                      0.72357031                       181.55532
               41.550701                      0.72421327                       181.49728
               41.620598                      0.72484775                       181.43882
               41.690498                      0.72547351                       181.37991
               41.760399                      0.72609027                       181.32053
               41.830299                      0.72669784                       181.26077
                 41.9002                       0.7272961                       181.20059
               41.970097                      0.72788484                       181.14001
               42.040001                      0.72846398                        181.0791
               42.109898                      0.72903334                       181.01782
               42.179798                      0.72959308                       180.95624
               42.249699                      0.73014321                       180.89435
               42.319599                       0.7306838                       180.83216
                 42.3895                      0.73121512                       180.76974
               42.459396                      0.73173731                        180.7071
               42.529301                       0.7322506                       180.64419
               42.599197                       0.7327552                       180.58108
               42.669102                      0.73325134                        180.5177
               42.738998                      0.73373918                       180.45411
               42.808899                      0.73421894                       180.39026
               42.878799                      0.73469065                       180.32618
               42.948696                      0.73515432                       180.26184
                 43.0186                      0.73560995                       180.19721
               43.088497                      0.73605745                       180.13227
               43.158401                      0.73649671                       180.06701
               43.228298                      0.73692751                       180.00147
               43.298199                      0.73734962                       179.93561
               43.368099                      0.73776287                       179.86951
               43.437996                        0.738167                       179.80304
                 43.5079                      0.73856182                       179.73632
               43.577797                      0.73894718                       179.66932
               43.647701                      0.73932285                       179.60205
               43.717598                      0.73968896                       179.53461
               43.787498                      0.74004527                       179.46691
               43.857399                      0.74039198                        179.3991
               43.927296                      0.74072915                       179.33106
                 43.9972                      0.74105697                       179.26288
               44.067097                      0.74137562                       179.19458
               44.137001                      0.74168528                       179.12615
               44.206898                       0.7419862                       179.05762
               44.276802                      0.74227863                       178.98895
               44.346699                      0.74256274                       178.92017
               44.416595                      0.74283861                       178.85125
                 44.4865                      0.74310643                       178.78217
               44.556396                      0.74336623                       178.71289
               44.626301                      0.74361803                       178.64349
               44.696198                       0.7438617                       178.57392
               44.766102                      0.74409703                       178.50409
               44.835999                        0.744324                       178.43408
               44.905895                      0.74454235                       178.36384
                 44.9758                      0.74475177                       178.29339
               45.045696                      0.74495208                       178.22278
               45.115601                      0.74514304                       178.15191
               45.185497                      0.74532446                       178.08093
               45.255402                      0.74549622                       178.00973
               45.325298                      0.74565824                       177.93841
               45.395195                      0.74581039                       177.86697
               45.465099                      0.74595272                       177.79544
               45.534996                      0.74608542                       177.72382
                 45.6049                      0.74620853                       177.65213
               45.674797                       0.7463223                       177.58039
               45.744701                      0.74642677                        177.5086
               45.814598                      0.74652246                       177.43683
               45.884502                      0.74660936                       177.36496
               45.954399                      0.74668774                       177.29305
               46.024296                      0.74675781                       177.22116
                 46.0942                       0.7468196                       177.14914
               46.164097                      0.74687329                       177.07708
               46.234001                      0.74691868                       177.00494
               46.303898                      0.74695585                       176.93268
               46.373802                       0.7469847                       176.86029
               46.443699                      0.74700492                       176.78778
               46.513596                      0.74701634                       176.71515
                 46.5835                      0.74701878                        176.6424
               46.653397                       0.7470119                       176.56952
               46.723301                      0.74699546                       176.49652
               46.793198                      0.74696927                       176.42341
               46.863102                      0.74693315                       176.35019
               46.932999                        0.746887                       176.27691
               47.002895                      0.74683068                       176.20361
                 47.0728                      0.74676428                       176.13026
               47.142696                      0.74668768                       176.05689
               47.212601                       0.7466013                       175.98358
               47.282497                      0.74650501                       175.91028
               47.352402                      0.74639924                       175.83704
               47.422298                      0.74628403                       175.76379
               47.492199                      0.74615978                       175.69068
               47.562099                      0.74602663                       175.61755
               47.631996                      0.74588474                        175.5445
                 47.7019                      0.74573428                        175.4715
               47.771797                       0.7455753                       175.39847
               47.841702                      0.74540771                       175.32547
               47.911598                      0.74523158                       175.25244
               47.981499                      0.74504675                       175.17941
               48.051399                       0.7448531                       175.10633
               48.121296                      0.74465038                        175.0332
                 48.1912                      0.74443824                       174.96003
               48.261097                       0.7442165                       174.88685
               48.331001                       0.7439848                        174.8136
               48.400898                      0.74374302                        174.7403
               48.470798                      0.74349078                       174.66705
               48.540699                      0.74322815                        174.5938
               48.610596                      0.74295481                        174.5206
                 48.6805                      0.74267082                       174.44745
               48.750397                      0.74237628                       174.37439
               48.820301                      0.74207122                       174.30146
               48.890198                      0.74175578                       174.22866
               48.960098                      0.74143025                         174.156
               49.029999                      0.74109472                       174.08349
               49.099899                      0.74074955                       174.01118
                 49.1698                      0.74039496                       173.93899
               49.239697                      0.74003104                       173.86698
               49.309601                      0.73965805                       173.79514
               49.379498                      0.73927611                       173.72342
               49.449398                      0.73888519                        173.6518
               49.519299                       0.7384852                       173.58033
               49.589199                      0.73807615                       173.50891
                 49.6591                      0.73765779                       173.43759
               49.728996                      0.73722999                       173.36637
               49.798901                      0.73679238                       173.29519
               49.868797                      0.73634474                       173.22409
               49.938698                      0.73588682                       173.15311
               50.008598                      0.73541825                       173.08224
               50.078499                      0.73493885                       173.01144
               50.148399                      0.73444853                       172.94083
